label,original_text,attacked_text
1,"I have to preface this by saying I went here years and years ago, and want to go back to see if the quality has held.  A colleague and I were in Montreal for a conference, and I heard the concierge tell a hotel guest about it.  The lobster, mango and avocado salad was excellent, and we chose to go back for three consecutive nights until we had to leave town, and, sadly, Restaurant Julien.","('I ae o prefa ts b ayig I wn he yrs d yea g, n an o g bc o e f e ulity h ed. A college n I re n Montrl f a coferece, a I ead e cncerge tl a hel ust abu t T loster man d avcdo sld was excellent, n w coe o o bk f the coneutive ight til w h o lee on, an dly, Resauran Jlie.', {'total_alterations': 120, 'delete': 120, 'replace': 0, 'insert': 0})"
0,"It should never ever  - ever EVER take 30 minutes to get a burrito bowl, no matter how long the line is.  Yes, it was lunch time but management should have this under control.  2 stars only because I heart chipotle.","('t huld eve vr - ve EE ae 3 mites o g a urrit wl, o attr w ln h li s Ys t w lun ie but maagment soul ha ts der cntol. 2 sar ny ecaue I art ciptle.', {'total_alterations': 67, 'delete': 67, 'replace': 0, 'insert': 0})"
0,"I give this place no stars......I have been without an oven for over a week now.  WORST CUSTOMER SERVICE EVER....and I can say that after working for a bank for 18 years.  Sure they sell the used appliance but what they don't tell you is that within the 30 days you find an issue they will refuse to fix it.  They schedule a repair man to come out, which by the way didn't happen on the scheduled date, because Becky has no clue where her employees are at.  He finally comes out and says it is the thermostat, couple days to order the part and he will call us.  Well the couple of days came and went and now it has been over a week and now Becky has decided to take an extended vacation and can't be reached.  My advise to Sun Cities Appliance,   Close your doors until you can live up to what your business is trying to do which is \""""selling slightly used but in work condition\"""" appliances. Stop taking advantage of the people of Sun City and return people's money since you are breaking your own contracts.  You should not offer store credit when all you do is sell crap.  If you refuse to fix, a full refund is in order.","('I gi this plc o stars....I hv ee wthou a en f ov a ek now. WOT CTOMER SERCE EVER...nd I can a ht ate oking r a an r 1 ars. Su hy sl h ue aplianc t wa ty don\'t el u s tt wihn e 3 dy u id n iue th ll refu to x i ey cedule a eair n o co ot wic b h a in\'t haen n t shduled ae, ecuse Bcy s o lu hee r emploes e . H fnaly cos t n ys i i e hermostt, oule ys o ord e at n h wl al . Wl e couple f ds cm n nt n w i h be ov a week a o Bky has deide o ta a xended vction d ca\' b reace. y advi t n Citi Appance, Cse your oor nil y a lv u o wh ou busess is trng o do ich i """"slling lihtly sd b i rk ondtion\\"""" applianes op taki adantae o h pope o S Ci n rurn peol\'s oey sin u r reaing or w coracts. o hold o fer sto redt en all y o s sl ap. I y rese o i, a fl refd i n ordr', {'total_alterations': 357, 'delete': 357, 'replace': 0, 'insert': 0})"
1,"YC's is pretty fantastic.  You go in, pay $8 or so, and you get approximately one metric assload of food (note: metric assloads are larger than American assloads).  However, a lot of this really depends on your skill in packing as much food as possible into a fairly reasonable-sized bowl.  If you're like me and enjoy few things as much as having the blood of cute animals dripping down your chin, you should probably pack the bowl to the top (yes, I'm serious) with meat.  Don't forget to grab a few sheets of parchment paper so you can crush everything down and maximize the amount of food you get in your bowl.  Anyway, your veggies, noodles, and whatever else you want can be piled on top of the bowl o' meat.  If you do this right, your leaning tower of delicious should be roughly 3 times or so the height of the bowl.  Next time I'm at YC's I'll have to take a picture so this can be better illustrated.  Oh, and don't forget the sauces - they really make or break the meal.  If you're unsure on what kind of sauce to get, there are chalkboards all over with recipes, or the friendly YC's staff will help you figure out what you might like.  I'd *highly* recommend if you follow a sauce recipe to make double because you're going to need a lot of sauce if you filled your bowl up like I told you to.\n\nYC's is probably the best bang for your buck lunch or dinner you can get in Tempe.  Chances are good you'll end up with enough leftovers for at least another meal or two.  Just don't forget, doggie bags are 50 cents a piece, so bring some quarters or singles.","(""Ys i rety faastic. u o n pay 8 o o n u g approximtly o meic sslad f fd (ot: etri assloads e arer an Amrian aslads). However, a l f hs raly epnds o your kil in ackng s uh fo a pssble no a frly reasonable-sized bowl. I yo'e le m n joy e this a mu s hvig h lod f ue anmas drping dw or chn o sold robaly ak h ow o the o yes m srius) ih at. D't fort t rb a e eets o prhment ape o y c csh everyhin ow d maxiiz t munt f fo you get n yu bowl. Anywy or ggies, nodle, d hatver se u at c b pld n o f t bowl ' mat f u o hi rght yu eanig ter f deliiou soul b rouhy 3 tes r s h eigt f e ol. ex me ' a Ys 'l ve t ak a ictue o is n e betr illustrated. , d d't frgt e sauces - he reay ak r bra t ml. f yu'r unre o ht ki f sue to et there r chlkboads l oe wt recipes, r h fienly 's stf ll hl u fgue o ha u mgt ike ' ighly* recmmnd i y follow a aue rcie t ma oule beaus you' gog o ed a o o sauce i u file ou ow u le I tl you to\\\\nYC's s rbably t es bg r yu bu lnc r dier you a g n empe Chaes e od yo'l d p it enough lefover f t les nothr el o t. Just d't foget ogie bg e 5 ces a piee o rin some qarers r igles."", {'total_alterations': 467, 'delete': 467, 'replace': 0, 'insert': 0})"
1,"An exceptional value!  I have been meaning to try this place for a while, and I am glad I finally got around to it!  I found this restaurant to be a perfect combination of fast food and casual dining.  There are nice, clean tables and a pleasant atmosphere.  Our waiter was very competent and friendly.  The food was not exceptionally high quality, but it was GOOD and it was filling and large.  I ate a falafel pita boat wrap, which was delicious and large for about $4.  This place is perfect for students on a budget, but the food is very good too!","('n exeptioal valu I ha be aning o y hs pae for a hie, a I a la I final o around t t I fou hs restuant t e a perft cobinatio f fa fo n csua iing. ere r ni, clean tabs a a leaant atmopher. r wait w ey copeent a rienly. e fd w t exceponally gh qaliy, t i w GO d i a fillg d are. I e a falel ta bo wp, whc a eliciou n age r but $ is pla s perft f sdents n a bugt, t t fd i ey go o!', {'total_alterations': 168, 'delete': 168, 'replace': 0, 'insert': 0})"
0,Do not be fooled this place has very little seafood it's a Chinese buffet. The crab legs that they offer you have to fight for and they taste old or have been boiled too long. I brought my kids here for a special dinner and was severely disappointed in the quality for the price. Never again.,"('o t b fole ti ace s ve itle seaoo is a Cnese bffet T ra lg th he off u ha o ght o d ey tte o r hv be boie o ln. I brogh m id he r a spcia dine a w everey disppointd i e qalit for e rce. Nee agn.', {'total_alterations': 98, 'delete': 98, 'replace': 0, 'insert': 0})"
0,"I gave them several chances, really wanting to have better experience. But every time I leave unsatisfied. Food is either bland, or so salty that it's inedible. They don't have that many meatless options, which is kinda lame. I do like the price however, last time 2 of us had lunch for $13 which is awesome, but next time I will probably just stroll the Camelback to Paradise bakery or some other soulless chain with slihtly tastier food","(""I ge th svral chncs, raly antng o he bter experice. B eve ti I lev unsatifie. od s ther lan, o s lty that i' inedble he dnt ve at ny meatless oions, whi s ina lam I o ik e pce howee, ls ti 2 o u d uch r 3 whi s aweoe, u ex ti I wi proaby jt trol t amelbac t Pradie bkey r oe other soules cai it sliht taser oo"", {'total_alterations': 129, 'delete': 129, 'replace': 0, 'insert': 0})"
0,"serendipity.  who hasn't seen the cheesy romantic comedy? either way, i'd heard about the ice cream shop/cafe through the movie and several shows on the food network.  i haven't gotten the chance to hit it up in NY yet, so i was stoked to find out that they had a location in vegas! \n\nsince the bf and i were there already, we decided to give it a try.  and of course we had their famous frozen hot chocolate\n\nboth of our first sips were like \""""eh\"""" but as we kept drinking it (i mean, who wouldn't? i paid 10 bucks for this thing.  i'm gonna finish it) it tasted better and better.  i gotta say, the little chocolate shavings were a nice little treat.  by the time we got to the bottom of the bowl, my bf and i were fighting over them.  \n\ni'm glad i tried it and it was pretty tasty, but i would much rather get my chocolate br blast from baskin robins for a third of the price that tastes just as yummy","('serendiit. h hasn\'t se the heey roatic coed? either ay i ead abo t e cream shop/af through t ove n sevrl sws o h oo netwo. i hen\'t gotn h hnce o t i u n Y y, s i a toke o id t th ey a a loctio n veas \\n\\nsic h f n i ee hre alreay e deide o gi i a r. a f coue e a tei amos rozn h chocote\\n\\nboth o u first ss we lk \\""eh\\"" u a e kp drnkig t ( mea o wold\'t? i pa 0 cks o ti thing. i\'m nna inih i i tast bter a bete. i ota say, e ltle choolat shvins re a ic ltle trat b t im w o o e boto f h wl, m f n i ee fighin ve hem n\\i\'m ld i red t a t a rety tty, b i wud uh rher g m cholate b bla fm bask obns o a tir f the rce ha tses ju s ymy', {'total_alterations': 274, 'delete': 274, 'replace': 0, 'insert': 0})"
0,"I really went on an off day I guess based on all of the great reviews this location gets.  We were promptly seated, waited on and served, but after that the waiter just did not ever come over again.  He never offered refills, never offered dessert and when we told him that we were going to order another pizza to bring home with us, he never came back to ask if we wanted to order that.  Meanwhile, he was taking care of other tables.  If they were short handed, shame on them, but at least tell us that. \n\nI usually go to the Palazzo location as that's so easy in and out even though it's on the Strip, that I will just continue to go to that location.  Very disappointing.  \n\nTo me, good service makes the food taste great.  Bad service just ruins everything and that's a shame.","(""I ally et o a f y I ges asd n l of the gra revis is ocaton gts W wr prompt sete, watd o n sered u afr ht e wier ut i n ve oe er gin. e ver fered refll, nev ffred esert n en w to m ha e re gng t ord anher iza o rng om th u h ner ae ak t a f w ante t rdr th. Menwile, h s tkig ar o other tale. f ey ee sor hade, hae o thm t t lst ll u ht. \\\\n uualy o o e Plazz loatio a thas o as i a u ve houg ts n e Srip that I wl st cntinu o o o ha cation. Vr disaointing. \\n\\nTo , od srvce mak e od tat grt. Bad ervic st rus everting n that's a sham"", {'total_alterations': 244, 'delete': 244, 'replace': 0, 'insert': 0})"
1,"Ahh, me thinks Tesco at Dalkeith should take lessons from their people at the Musselburgh store. The check out operator was a tad on the sullen side.\n\nT'was here to pick up some food for dinner tonight.","(""h, m thks eso a Daleih sold te lssos fm hir eple a e Muselurgh sor. e chk u opraor a a d n h suen sd.\\n\\nT'was re o ck p oe fo o dine oniht."", {'total_alterations': 64, 'delete': 64, 'replace': 0, 'insert': 0})"
