label,original_text,attacked_text
1,"I just saw this wonderfully filmed movie that captures the essence of<br /><br />high-brow NYC, or any big city of mid-century America. The colors, the<br /><br />cars, the clothes and the coming of the Womens Movement. It reflects the<br /><br />comf-cozy attitudes of relationships between men and women in the<br /><br />corporate world. In some ways, things gave changed and in others, they<br /><br />haven't changed at all. Women still want what men have today, but they<br /><br />now have all sorts of laws and equality mandates to get it for them. In<br /><br />my opinion, beautiful women will still THROW themselves at men in<br /><br />pursuit of thier goals! The laws we have now against harrassment and<br /><br />all, were passed by unattractive women who wanted an equal chance to<br /><br />compete with prettier women who might be getting the positions soley<br /><br />based on thier looks and puting out! The real competition isn't between<br /><br />men and women, but women and women! I liked the look and feel of the movie but the world hasn't changed as<br /><br />far as what real","(""gh ust ya tgs wonxeerfully ffilmxd mois thayp captrues kvhe essee mf<r />our />phgh-brow NYC, f zny binfg cityy u mid-ucegtury erica. The ocolorn, theb <br /vcarsp oh clothee and vhe ejoming a iwe ioens Movment.z t treflecths the<brla /><u >comf-coy atttues odb reltionshps bdteeen ment d pwoen pn hwe<br >br />coriporate ord. Ire uome waye, ihings ae ctangzed rond pi zothersw thykbr /><l >haen't chpngedw u awlk men qstnill wan whrt mq pve todab, t they<br /xbr /nox akve acllt sos fq lxws an equjlitm manbdatjs to ogjet ij for thqmj Inx<bry /><bpd />my cozinion, batiful wkmeqn idl tili nHROW tjemselvxs atqw men in<bkx />i<mr />zxursuit ok thijr eocls! oe fawsb welt rase now agincst harradsment ay<br /><br /k>all jere ikassed d unattrgactiie woomenv who onted cn eqtql cfancte tzo<kr /b>br o/>compekte wtp pretatiefr womven whovp ivght bik getingv h positions soley< >br /ased sn tgher lonhoks brd pting u! vpThe reang ccompyetition snt bvetqeen<br /<ba />zmn nm zomed, boutm woge wan wimn! hcI lie tt lrnok agz xfehl j te mobve ybuth te worldl hasn'lh chagid al<bf />hbr /m>fasr y what iesl"", {'total_alterations': 350, 'delete': 116, 'replace': 126, 'insert': 108})"
1,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.","('yr ca\'et gmkgine whsay gv lhsn\'t pben thetically relmeyased yl. It\'p t a brzat ensfmbe ast, bih Sutherhnd, aneg, acn especilkly Cis Evasm doikgd spectaculhhr won. gak u tsudio qxecs<br /d<br />her storyli i baseqd uuox t exoeriejnces m pth author/screemriter, gdoking p as te wpolor ki""x j nr hextrbmely ayfluent communieyt, wbee cflass pi evfything, d mlaks q diffexhence s cvery ysect x life, fre clothing bo justicew.ibr />x<mbr o/>Duriug tuh ylm\'s &f, lhej auth an askejn faout hiks exlerieces, a particlprly ahaft u dlont kcnw aoouat e ultra-rvicfh. e si kmhey aen\'t tuqpid, they\'re vryf somare ( opoosed gt foow they mxy porteaa themdslves), hey\'ve gth pbylans, vnn th aruz tu thret!<lr t><br />Ip mnty ways, cths filt rs extrsemly timely.', {'total_alterations': 234, 'delete': 88, 'replace': 78, 'insert': 68})"
0,"Well, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If you like the type of film where shots linger for so long that you wonder whether the actor has fallen asleep or the cameraman gone for lunch then it may be for you. A large part of it is like this with short sojourns into the realm of unpleasantness. I did not find it shocking nor disturbing as some other reviewers have - simply a little distasteful and pointless. The only reason I did not give this one star is that the acting is commendable ans the film is fairly well shot. The plot, however, has little to recommend. A large part of the film just shows a grumpy woman teaching or listening to piano, which might appeal to some people. But lest you think this is harmless enough be prepared for some snatches of pornography and sexual violence just to wake you up with a bad taste in your mouth. Not recommended.","('ll, rhd artfatyrati aob eanns mka hwve likd thiqsw filjk bubtt dgnot me Ilk ac agrid. fI to laae ha ztye pe filmu hewe ashotks lngerb f t ylnong ttwat syo ynder dhetherz vcthe actor na fallepnr aslgep wxr eve cameman vgjne fqor tluhnch thcn iti gaiy t afowr or. xs lge tart ovg it k linkae txi wwwith hortp sojwuruns ointno thgeb rqalmw lf qunpleasantntess. ry yin nojtn ein ite snlcking r isturing so sor ozthez revieleqs hayv d simply pta lisle diasteful nrd poinlest. pTh dzly vreason zoI di o iv hiso oe sqr izv shat tuh actoig is comamendale nis to filmp ivx faislv welcl fot. Thac pslotp hofever, s littd itq rectmmen. Aew laugm dbpart ov ue kim djut sow azp rumy yman teacnng f leistenng tsw pinob, shch mygght appvl dtxo oe peopale zButj ulmst ys hink tdif iv karmlesse enuqh lue aprepard f swomec ssnathes ie porbnogoaphy yid sexucl violenjel sustu trd bae yogv xe wpit ra mbod tfasje i wyoar xouth. Not rommended.', {'total_alterations': 332, 'delete': 99, 'replace': 115, 'insert': 118})"
1,"This is possibly one of my favorite films. It tells the tale of a girl named Gerda (Chelsea Hobbs) who lost her mother at a very young age, so has been bought up by her father. She falls in love with the bell boy named Kai. However, on her birthday the snow queen (Bridget Fonda) comes the the hotel which her father owns and kidnaps Kai. Gurda then goes after Kai, and follows him through the four seasons in an attempt to rescue him.<br /><br />I thought that this was an excellent adaption of the story with great performances from all the cast. It has wonderful special effects and the story fits together very well and is easy to follow. I think that it is a great film for all the family to enjoy. I have watched it every time t has been on since it came out and have never tired of it which is why I have given it a 10!","('hhis fi possibly onv fz fy faorite films. gt ellss teh tdle eop a girl uamem eera (xhhelsea dobbsw wah lpiost her otyer get jy ry wyounl abeu, so nhpas beh obgought u e hder flasther. mbShe fald pn ovek whitd thy vbaell fo snamed Kjqi. However, k crer irthxday tfpe snbcow ocqueen mBridgetf Fonbwa) ces h thv hote hihh ebr ftherw ws abp cvdnaps pai Guioda vhern goeuq ategr Ko, nd flllowsj him through thedb four seasmns x nk ttemptv zt redcun him.<br ><b >Ii taught vthatq thihss wasl mc exclent adacpton af e stordh wt grt penrformaces lrok lc eehe cast. dI hds woonderfl jspoecial enfxfects aqy e stoqr pfit tgetheh vrry wll nm is as oi hfolow. re thpink vxthat jt hts abc greaat filvnm enor llp tze fabmicly rko eoxjoy. k hag walstched eu zery tiywme d a been f spne istb qcae et fvnd uava neet tbred ol i hichy sf wuh I fav iuen it y 1w!', {'total_alterations': 308, 'delete': 100, 'replace': 92, 'insert': 116})"
0,"It's the one film I almost walked out of, and would have if my friends hadn't been in the movie theatre with me. Normally, even if I don't like a film, I think it's still worth sitting through it to the end. That way, you can really claim to have given it every chance to redeem itself. But with The Million Dollar Hotel, it was so dreadful I just badly wanted the experience to end as quickly as possible. I think I probably would not have been so sourly disappointed if this film had been made by a lesser director, one I didn't normally like so much. But coming from Wenders, it was all the more shocking to behold. I know Bono from U2, a good friend of Wenders's, wrote the script to this abysmal film, and I wonder why Wenders let him, as buddy-buddy as the two may have been. ""Stick to the day job, Bono"", is a sentence that easily springs to mind whilst viewing this mess. Pretentious, disjointed, a mish-mash of every possible contemporary film stereotype, a naive and transparent attempt at coming across as kooky and daring, with the most irritating characters I have ever set eyes upon, especially the leads, Jeremy Davies, Milla Jovovich and Mel Gibson, none of whom I dislike normally. The happiest ending I could have wished for would have been for a nuclear bomb to be dropped on their collective heads so as to get it all over with as soon as possible. On a positive note, the first five minutes of the film are extremely good, with an extremely stirring soundtrack from U2. But the film's opening shots make the rest of the film (which takes a spectacular nose-dive from then on) all the more disappointing as they are a promise of cinematic quality that's just never delivered, not even close.","('st\' tur ohe im I ajlmot lked u kfx, ndf would haav if yy friendy haj\'t been in gtwhe movige thetae wiit mmeo Normallz,n evenn c j oc\'t plikwe at filyhm, I nhin im\' stimll worrtxh sitang ehrouugh it ti qhe ed That wra, o akn relky cslai en ihav oiveen iv every chanpe io redekm idelf. Betl yth The Millvn nolllar Hte, tn wrq l dreadfau hg jut bxdly antd ohn exoerisence czo etn e qyuiuckly iays possblp. kg ink qi pobebly sluld nk hivj been sqz sourn disappginte y tthizs filvms xyad zefn mafde by vza lessre djiector, ocn z dn\'t hormalloy nide oj uchz. Bqtt cmoming fzm Wesnderj, i ia all t more sockifng h behunold. w znw Bonpo from Us if go frilwd wo Wendors\'s, woe thg scriyth tfg thimc cbysmval film,p d ih woddr wox Wedercs pnt im ks budidy-bujdy k cahe two marz hage been. ttick tc e eab jncob, Bog"", uis v saetence mahat ealy yspringsi ko mtvnd whilst iewzing ahism mmst. Pretentious, hisjointe, hs bmis-mash j emkery possibj contemporhr ilm sterotye, g eave na tragsparunt avtemt tw corqng acrosq d kky qad darng, sitoh h ast irrktaeting charawers rId hge evepw mt xyes ipion, bsrecially hee leadzst eremg Davdaies, Milla Jovvicn n ge Gbson,u mne bf whxmj zy dsliue norally.r Thj happst edig q lcouldt aae vished fdoyr woud ha bee fobrj wn uclea om vto v dropdrped nu kheir collebtie rheyads s ij rt get ita alcl voer ahth oa oo cs psible. rOl o poctive nteg t fidct ibe mites gf tj fmlm dse excemely goood, it fn exemely stgiring srundtrapk frm iUa2. suut lzhe fil\'se opxenng shop mqkpe the rest ofpl thbx fi whicfh tauke g spectaula nose-dsiae frolmg twn in) l tijhe mxde disappointtwng aup thb jrfe afa pfroise l ciuemlatic tbuality tsat\'qs jushm ncvem eleivered, noov evkuen clooe', {'total_alterations': 594, 'delete': 206, 'replace': 201, 'insert': 187})"
1,"A very comical but down to earth look into the behind the scene workings of an Australian bowling club. The way they deal with various problems such as takeovers, memberships and general running of the club, not to mention the car parking dilemma was well scripted.","('iA vr csomircal cbft dzw al earhgth looake into twhm beuindi shte fcee rkings yf an Austrvlin owliug elpb. hv wvad toy derul weith cvariuus problemx uc dq takeovers, memberlips d genoralz runnn do the jclb, ko to mentuo chv r parkg dilea s uell slcrpted.', {'total_alterations': 84, 'delete': 33, 'replace': 29, 'insert': 22})"
1,"""Christmas In Connecticut"" is a gem of a Christmas movie classic. While lesser known than some others -- it is nonetheless a delightful way to spend an evening at holiday time. I watch it every year.<br /><br />Barbara Stanwyck is perfectly cast as, Elizabeth Lane, the single, career girl. Way before it was popular, Stanwyck embodies the single girl on the rise. Her NYC apartment, and her friendly ""uncle"" restaurateur around the corner typify the single girl in the city existence. She can't cook yet she writes a homemaking column for a magazine!<br /><br />Dennis Morgan is also perfectly cast as our wartime hero, Jefferson Jones, who wants to meet the amazing Elizabeth Lane. After being lost at sea, all he wants is to spend Christmas in a ""real"" home. Which sets up the delightful, madcap story that evolves. It is fun from beginning to end. We should all have an Uncle Felix too!","('""Cnriostmas pnp Conneacticut k aga e jhf tat bhrisfmas gvie classcc. Wzle leeser kknjown ham sfie obhers -- i wzs nonyethetless av belxghtful wgby kd end cn venig lt hiday tivel ml wpch it every year.k<r /><bugr />Barzana Sianwkck v phfectly as os,r Elizmdbeth faue, tyhe ssngue, caeer girlbg Wanl beifove i rws popumlao, yanwyck ebozdies hce sinrge gqdrl dion gte rinn. qelr mYC apxartmenty and hra friendly ""uclec"" resturateurr aromun tyhep cokrnr tkpxfy he sinule ghel vi tkhek iuty exitenceo She can\'qtq cmoo gye seb zites p homemainyg tcoluimn io a hagazine!<b /><br />Dennis Miohrgan is alskoc pecfctly caxxst o uro arteime ejo, uefferson Jonem, xo was tkw get vhj amarinr Elimaweth Laace. wftwr beang lomstw atdw pea,z galcl h wanfts a toj sen Chrimstmaw n h ""rfal homjve. Whicdh aseuts hpl hhe delightful, madtp stzony tiak evnolvs. ut lisr cu rbm beinnkng yk tebd. sWe svuld l havqe vp onle elx tmo!', {'total_alterations': 292, 'delete': 82, 'replace': 110, 'insert': 100})"
1,"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.","('Geore Barry\'e ""eathe wBd: Thzge ncBed Ttt Exatx"" ris t rqol, o dtrh faidi tole aold vla g huorror-movi frameworvx vxt isk,m qi mcfy pinipn, o g gfe blsv lms e tee l1970f, hd it\'s dowwnrigh criminal tjat ote pccture wxn balsically soen n distributed withsout tarriy\'s knkwledge (thov responble fr rhisg threwt sold gmbe bfe k vhe bfsd, mSAP)q q you\'re lookingv fidr oxnrt xgor rorx sbbid ctmon, ""zeath pem: e e gihat Eaus idnt vhf lkck forfk yk. m""aeath Bediy in a gpntlerz, weider drivq-i plicture; fh xplas lgikre pane puttoerly tange dreaz,z galf-rzemembered. \' rekomend leadinq Stphln Torwer\'s umation pf ""Death Bwdp in Thhrower\' fkB Prespj oor, ""Nighemart A"" (g descibs ten motvii\'s vgbwe prfectl). Wethaer intentioncoal q not, mve noticd saadens oms Dqath eo"" in everything fm tnh ""Pzantasm"" ipms oh Micrhee Spohvi\'s ""Cemegeqry Md"" p the magic-realiszm/slipsream factio lo athorgs suqach p eldly Lrinp. Barr t a oiginaln awed in akg acr wld I surye mh jyould\'ve flloed ""Dekt Bxed wtn rg xumbkr of fantastizcally qbizlrre qflms.', {'total_alterations': 330, 'delete': 113, 'replace': 121, 'insert': 96})"
1,"Perhaps not Miyazaki's best work, but I couldn't help but love it to death. A five-year old boy finds what he thinks is a goldfish stuck in a bottle. He saves its life and keeps it in a bucket as a pet, but it really is a magical being, the daughter of a human wizard and a sea goddess. Ponyo, as the boy names her, is taken back to the sea by her father, who tries to discourage her from returning to land and becoming human, but she gets into his magic elixirs and does what she wants to do. The story is simple and cute. Where the film really comes alive, though, is in its tremendous artwork. The drawings are more child-like than in any of Miyazaki's other works, but there's beauty in its simplicity. As with all of his films, Miyazaki creates this world of imagination that I was just so in awe of. Seeing it in the theater brought back memories of what it was like when the opening notes of Jo Hisaishi's score for Princess Mononoke washed over me and gave me goosebumps just short of a decade ago (the score here is equally as wonderful). I wanted to live in this world and never leave it.","(""Perhpaps qnoc Myiyazpaki's bfestg wok,h sbuvt i douldnt sels ukt loex u ston death. a fie-yemr fvld hboyn findo wa hxj tmhigks u z golidish stujc qiwn taa bottl. el avefs dts llif anz keen tn i ei buckebbt af agn perl, bupt ji realya i ea magacml bjinp, dhe dauhte oc ya hma mzard awd q sk gjddessu. Poyoz a ge bojay bams hej,v is takfe yacvk o tkoe sac i vhej acher, hyo ntriey tz iscouage h frrm retsurnirg r klfnd xad beeloming human, bt sve egetsy ntop his mpasic wlixids tandg doex wath sk wantj r sudo. Thven strhy in simylre an outn. Whrp ue il rlly oles alivezj tough,d is jy rs tremndos arstork. T droawwings jarei more vhild-lik whzn un ehy ms Miazakf's other wqorks b heru's beauty a tsh simplricity.w r qwilth ul fx s silm, Mzazaki cmeaes rphis worm oo imaginzatifon tpat un wu lst so ic daue o Sning its nx dathe thealxter rdught ban meamries m wsuhat t wank liukv whmn thpi sening ots ogfe Jt Hisaishhjs sor nfr brinmcess Moonlke iwashad oner uke and kgavu e gooebuxmps xuust ssrt mfa bg gdecae ugo (qh scbrre her oi equay c wurderful). q fwantd oc eivn en tthisb orldf axnd nuevr lewavke b."", {'total_alterations': 412, 'delete': 134, 'replace': 137, 'insert': 141})"
0,"This movie defines the word ""confused"". All the actors stay true to the script. More's the pity, because the acting is fine, but the script is a confused pastiche of pseudo-psycho-analytic random ideas. The pacing is mind-numbingly slow, and the soft-focus-lens cinematography gets on the nerves quickly. I give it 4 out of 10.","('Tix moqi definkps tchf rrd ""confuyedj"". cell e aactorrs kta trm to the cripp. More\'s sdhe pttk, bfecausf the abtirng im jne, buh hv scmipl i lf cnnfxused cstiche o pseudo-psycho-anlytc andom iedjeas. Tahq paciwg i micd-numbingly sluw,p hd thfe sofyt-fcus-lens cinematougrapjhy getsvn m tshw narveh quicklnyi Ig give j dn oucw of y0x', {'total_alterations': 98, 'delete': 25, 'replace': 43, 'insert': 30})"
