label,original_text,attacked_text
1,"I have to preface this by saying I went here years and years ago, and want to go back to see if the quality has held.  A colleague and I were in Montreal for a conference, and I heard the concierge tell a hotel guest about it.  The lobster, mango and avocado salad was excellent, and we chose to go back for three consecutive nights until we had to leave town, and, sadly, Restaurant Julien.","('h have xvo preface kthis i sayina I went here yejar asd zetrs ago, anh want o y back to pnsee if tjhoe qrlity asu heldt. Au collyegue atznd vn wrei in Monteaxl frorw v conference, eatd n heard he xconciefrge pelsl ou hte guest out it. The lobsterp mango nd avocado salad was excellent, anx j chsej toon ugoe bacv uqor taree conscbtive nights until we hj n lkeve towlnp, an, sadly, Restaurant Julien.', {'total_alterations': 96, 'delete': 27, 'replace': 32, 'insert': 37})"
0,"It should never ever  - ever EVER take 30 minutes to get a burrito bowl, no matter how long the line is.  Yes, it was lunch time but management should have this under control.  2 stars only because I heart chipotle.","('It shouldi never zeer - ever EEh take o mitnutes to get a burrito bowl, no maitte how bongh the line is. Yzsc it was lounchw me but managmqnt shuld hiv tjjs under conqtrol.o 2 stars onlt because I xhear chipotle.', {'total_alterations': 36, 'delete': 11, 'replace': 14, 'insert': 11})"
0,"I give this place no stars......I have been without an oven for over a week now.  WORST CUSTOMER SERVICE EVER....and I can say that after working for a bank for 18 years.  Sure they sell the used appliance but what they don't tell you is that within the 30 days you find an issue they will refuse to fix it.  They schedule a repair man to come out, which by the way didn't happen on the scheduled date, because Becky has no clue where her employees are at.  He finally comes out and says it is the thermostat, couple days to order the part and he will call us.  Well the couple of days came and went and now it has been over a week and now Becky has decided to take an extended vacation and can't be reached.  My advise to Sun Cities Appliance,   Close your doors until you can live up to what your business is trying to do which is \""""selling slightly used but in work condition\"""" appliances. Stop taking advantage of the people of Sun City and return people's money since you are breaking your own contracts.  You should not offer store credit when all you do is sell crap.  If you refuse to fix, a full refund is in order.","('k givcpe wthsis place oc stars......I have bnee wikthut p ohepn for okvdr q iemk now. WORST CUSOMpR SERVIut EER...and vi an skayk that ter hoprking for ed bny fre 18 zyear. Sure they sell the used appliance bauy what they don\'t eql ko i th within the 30 dlay you find an aissu thqq will refuse to fix ip.b Tecy uhchedule ta repair n c boe oudt,e whirch sb he way didnm hapwen j the schejuledi date, becausvu Backy yas s clue wmer her employules av t p finally fomes outi iatd says it o tnher thermostat, couple days qog ozrdler the zar dnd he ildl abll uh.y Wetjl thber coupx of ds caxve d went d jojw it hanks been over u wen and now Bmeciy has decde to ke an extended vacation and can\'t p reahhed. y adisk gtm Sun Cities Appciadce, Cylosg oub wors until you can sive pl wso whna your business is trying to do wkhch das m\\""""slling slivghtlf utsgd but p orn condition\\"""" appliantesi. Stop taxing advantage og he sople of Skyn City and etun people\'s moy since yrozu are breaisng your ohg cooracts. You should novtj ocer smorei crit when aal you do mi subl crap. q you refsye to vi, h full refund zsg in order.', {'total_alterations': 252, 'delete': 87, 'replace': 86, 'insert': 79})"
1,"YC's is pretty fantastic.  You go in, pay $8 or so, and you get approximately one metric assload of food (note: metric assloads are larger than American assloads).  However, a lot of this really depends on your skill in packing as much food as possible into a fairly reasonable-sized bowl.  If you're like me and enjoy few things as much as having the blood of cute animals dripping down your chin, you should probably pack the bowl to the top (yes, I'm serious) with meat.  Don't forget to grab a few sheets of parchment paper so you can crush everything down and maximize the amount of food you get in your bowl.  Anyway, your veggies, noodles, and whatever else you want can be piled on top of the bowl o' meat.  If you do this right, your leaning tower of delicious should be roughly 3 times or so the height of the bowl.  Next time I'm at YC's I'll have to take a picture so this can be better illustrated.  Oh, and don't forget the sauces - they really make or break the meal.  If you're unsure on what kind of sauce to get, there are chalkboards all over with recipes, or the friendly YC's staff will help you figure out what you might like.  I'd *highly* recommend if you follow a sauce recipe to make double because you're going to need a lot of sauce if you filled your bowl up like I told you to.\n\nYC's is probably the best bang for your buck lunch or dinner you can get in Tempe.  Chances are good you'll end up with enough leftovers for at least another meal or two.  Just don't forget, doggie bags are 50 cents a piece, so bring some quarters or singles.","(""YC's is pretty fantasxuc. lu go ine, pay $8 or s,z anux y gt apzprvoximately one metric ahsyoad of ftood (otue: mtic sloads are larger trsn Ameicank dssloatds). Howevve, fa oit of this rually depedjs on yloudr sklilsl if packing acf mc food as pjsible intjo a fairly reasonnable-sized bow.i p you're like jm and enxjy few thling as muvcqh ar having the lod fk cnut animals drbspping down rur chiin,a you sholl probably packoe the bzol to tz top zyes aI'm iseious) whtbh meat. Don't forget xov grab a few sheets mif parchment paper sfo uyyu c cusk kverytching diw awd mameximize the abmoulnt ul fed jo get bna your mbokwl. Anyway, eyor vrgies, noodles, ne whatceve el you want tn be piled no top o the bowwn o' meat. If you do tchhs right, your lencing tower of dvliciou shuqd be roughly m timf or rs hez height cwf the bowl. xt ire 'z at YC's I'cyl havk to take a picture spoz this ucain eh bnttcr illuwtated. Ois and don't forget hp sauces - they rallb gak oo brk thde meal. If youbr unsuur on what kind of osace keto get, there afrea chialkoards all or spith rpipes, ry txje fraiendl YC's jtaf will help eu fixgure os what you might lije If'j *highly* recoemend if yozs sfollowu a sauce rhcizpe g ake double because you're going to keedy oya l of auc h pog filpjed youryt bowl up like nuI told you to.\\tn\\nYc's is probably the esr bngt oy nur bukq yljnch y dinner you aakn mt in Tempe. Chances rr gooy you'll einhd up with foough leftovers for at least another meai rofr two. roust don't forget, dojgsie ais araem q50i cqeents a piece, do bring nsme quarters or singclzes."", {'total_alterations': 324, 'delete': 102, 'replace': 104, 'insert': 118})"
1,"An exceptional value!  I have been meaning to try this place for a while, and I am glad I finally got around to it!  I found this restaurant to be a perfect combination of fast food and casual dining.  There are nice, clean tables and a pleasant atmosphere.  Our waiter was very competent and friendly.  The food was not exceptionally high quality, but it was GOOD and it was filling and large.  I ate a falafel pita boat wrap, which was delicious and large for about $4.  This place is perfect for students on a budget, but the food is very good too!","('An exceptional valunbe! d haive ben meain tt t this place fr a hil, and I am glad I finally ro arsnd yo i! x wfoun this rgsaurant wo be kr perfecqe combinaeuion of efas fco an casual diuingo There zarn nice, clean abhes un l nleasant atmosphere. Our wair was vbr competent and wfriendcy. The foor uas not exceptionally huinh rualit, butld iyq s GODu a p was filling and laye. I ate n fuafel pita bit wrrpl which fa delipiou and klarge for about $4. hyis place sa pffect foa students shon ld budget, but the food is vvy good ejoo!', {'total_alterations': 124, 'delete': 46, 'replace': 47, 'insert': 31})"
0,Do not be fooled this place has very little seafood it's a Chinese buffet. The crab legs that they offer you have to fight for and they taste old or have been boiled too long. I brought my kids here for a special dinner and was severely disappointed in the quality for the price. Never again.,"(""D not be sfoolied hi place s vesrh little seafood it's nb jhinesze buvfe. Tep rmb legs hag tahey rfer ynu hvze htoq cxight for gnrd thloey ntste id or have en oled too long. I brought n gidsv here fx vf spebciav dinner and zas sevderzly disappointed in the quality for the price. Nepmer gagainm"", {'total_alterations': 64, 'delete': 20, 'replace': 22, 'insert': 22})"
0,"I gave them several chances, really wanting to have better experience. But every time I leave unsatisfied. Food is either bland, or so salty that it's inedible. They don't have that many meatless options, which is kinda lame. I do like the price however, last time 2 of us had lunch for $13 which is awesome, but next time I will probably just stroll the Camelback to Paradise bakery or some other soulless chain with slihtly tastier food","(""I igaved hum sevevaf czhanqces, really wnntifg ob hivpe befttr experience. Ba wery tkbe I leave unsatisfied. Food is either bland, lr o salty thot it'sv knedile. Tfely do'tx hau that many msatlesgs pptions, hach is kinda lame. zl jd like dthle przic however, la time l to us had lch lr $ which is awwisome, ux neyyxt atimhe tI will robabby juj stroll the Camelback z dParadie akry or some otaer soulless chain wct lihtgly astie food"", {'total_alterations': 92, 'delete': 33, 'replace': 32, 'insert': 27})"
0,"serendipity.  who hasn't seen the cheesy romantic comedy? either way, i'd heard about the ice cream shop/cafe through the movie and several shows on the food network.  i haven't gotten the chance to hit it up in NY yet, so i was stoked to find out that they had a location in vegas! \n\nsince the bf and i were there already, we decided to give it a try.  and of course we had their famous frozen hot chocolate\n\nboth of our first sips were like \""""eh\"""" but as we kept drinking it (i mean, who wouldn't? i paid 10 bucks for this thing.  i'm gonna finish it) it tasted better and better.  i gotta say, the little chocolate shavings were a nice little treat.  by the time we got to the bottom of the bowl, my bf and i were fighting over them.  \n\ni'm glad i tried it and it was pretty tasty, but i would much rather get my chocolate br blast from baskin robins for a third of the price that tastes just as yummy","('erendipity.x who hvs\'t en pmthe cheesy romantic cwomede? ithher way, i\'d heard about nte ice xcreak shop/uaf through t movie and sevdjral hdws on the food nexworlk. i whuaven\'t gotten the chance tnm het it up in sfY yet, lo i adwas stoiedy tv vid out ntha they h cd loboation in vygsas! \\n\\nsince thgew bf anv ide were threl alremd, wau decdxd to gsvk it a ury.r gann of course we had ter feamobs frozen hot chocolate\\n\\nboth of our first xvps mre hvke ""eh\\"""" but as we kept priking p ig mean, who wouldn\'t? i paid 1g buyos mor this thing. itl gonna finish it) ipt tasted better and betae. i gotta say, the litoxe chocolsatb shcvinis werg bav nice mlttle treat. by ghez tiwmde weq got to the ottomr olfr wwhe bowh z bl aw jsi were fighting ovwkr them. n\\ni\'mq gldd i tried yet and it wns qretty tasty, zxbut a would much rather get my fchocolhate br ublastv om vskin rojbinsn for a hid of thc priev that astrs ju as yuqmmy', {'total_alterations': 188, 'delete': 56, 'replace': 59, 'insert': 73})"
0,"I really went on an off day I guess based on all of the great reviews this location gets.  We were promptly seated, waited on and served, but after that the waiter just did not ever come over again.  He never offered refills, never offered dessert and when we told him that we were going to order another pizza to bring home with us, he never came back to ask if we wanted to order that.  Meanwhile, he was taking care of other tables.  If they were short handed, shame on them, but at least tell us that. \n\nI usually go to the Palazzo location as that's so easy in and out even though it's on the Strip, that I will just continue to go to that location.  Very disappointing.  \n\nTo me, good service makes the food taste great.  Bad service just ruins everything and that's a shame.","(""f reabdy went on adnz of day I guess based on all e thede grevdt reviews etis location gets. k weej promptly seated, waihte ben ad swervex, qutf afr that tha waiter ojus did nobh vvr cse over aaiq. e never oferejd efills,m never ofere dessert and gwen we ikold him that nev weyce oin hko trdei another pzza a qing home withmf us, dhec never came back bko ag if noe wanted tli joder thza. Menwhime, he xwap taking ciware of othene ttabes. hv they were shrtw handed, shoe on athema cu at least teglfl us that. b\\n\\nc ncsually go o the Palzz location asfk that's si sy in adw out even though ity'gs znr the Strip, ha I cil just continue to go q that locatiln. Veryu disappointing. \\n\\Ta e good gerjice maos jte focgd otasteq gretl Bwd service jyusg ruins evurgything aq thavtus ys shame."", {'total_alterations': 174, 'delete': 54, 'replace': 60, 'insert': 60})"
1,"Ahh, me thinks Tesco at Dalkeith should take lessons from their people at the Musselburgh store. The check out operator was a tad on the sullen side.\n\nT'was here to pick up some food for dinner tonight.","(""Ahhu mnke tinxs Tsc at Daleth syhoruld twak lssonsv frkmf their people qts trhwe Mubselurgh sorez. The rchek out operator wb xba nada on the sullen side.\\n\\nT'was here to pick up som god foo vdinnero tonight."", {'total_alterations': 42, 'delete': 15, 'replace': 8, 'insert': 19})"
