id,label,result_original,result_attacked,original_text,attacked_text
0,0,done in other file,negative,not an objectionable or dull film ; it merely lacks everything except good intentions . ,not an objectionable r dull film ; it merely cacks everthincg except good intentions .
1,1,done in other file,negative,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","nwot far beneath the surface , his recozfigured tale asks disturbing questions about tgose things we expect fro military epics ."
2,0,done in other file,negative,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,a dumb movil with dumb characters doing dumb thingos and yu have to be really dumb not t see where this is going .
3,1,done in other file,positive,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ","the special effectj and many scenesd of weightlessness look as gfod or better tthan in the original , while the oscar-winning sound and jaes horne 's rousing score make gvod use of the hefty audio system "
4,0,done in other file,negative,teen movies have really hit the skids . ,teein movies have really hit hthe skids .
5,1,done in other file,positive,a quiet treasure -- a film to be savored . ,a quie treasure -- a fil to be savored .
6,0,done in other file,negative,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,villeneuve spends too much tme wallowing in bqibi 's generic angst ( thereo are a lot of shots ol her gazing out windows x .
7,1,done in other file,positive,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ","it has charm o spare , and unlike vmany romantic comedies , iq does not lienate either gender in the audience m"
8,1,done in other file,positive,"though only 60 minutes long , the film is packed with information and impressions . ",though only 60 minutes long  the film is packed with informaton an impressions .
9,1,done in other file,positive,dense with characters and contains some thrilling moments . ,dense with cuarqcters and containst some thrilling moments .
10,0,done in other file,negative,too much of the humor falls flat . ,too much of he humor falls flat .
11,1,done in other file,positive,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,it s a wohrk by an artist so in control of both his medium and his message thata he an improvise like a jazzman .
12,0,done in other file,negative,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","it 's not original , yand , robbed o the elemen of surprise , it does n't have any huoe laughs in its story of irresponsible cops wwho lve to play pranks ."
13,1,done in other file,positive,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","a swashbuckring tale cf love , betrayal , revenge and above cll , faith ."
14,1,done in other file,positive,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","an interesting qstory bwith a pertinent ( cinematically unique ) message , told fairls well ad scored to perfection , i found myself struggling to hput y finoer on that eluive `` missing thing . ''"
15,0,done in other file,negative,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the maa ffrom elysian fiolds is  ocold , bliss-less work that groans among thinking itself some important comment on how life throws us some beguilindg curves ."
16,0,done in other file,negative,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptive in its isin of nascent industrialized world politics as a new art formx , but far too clunkz , didactic and saddled with scees that seem simply an ill fit fr thisf movie "
17,0,done in other file,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,it fmade me wanth to wrench my eyes out of my head and toss them at the screen .
18,1,done in other file,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","a must-sve for the david mamet enthuhiast and fou anyone who appreciates intelligent , stylish moviemaking "
19,1,done in other file,positive,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight oe the iece , the unerring professionalism o the clhilly production , and the fascination ebedded in vthe lurid topic prove recommendation enough ."
20,1,done in other file,positive,puts a human face on a land most westerners are unfamiliar with . ,puts a human faqce on a land most westerners ae unfamiliar wijh .
21,1,done in other file,negative,"minority report is exactly what the title indicates , a report . ","miuority rebort is exactly what the title ndicates , a report ."
22,1,done in other file,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","good car chases  great fight scenes , ad a distinctive blend of european , american and asaan influences ."
