label,original_text,attacked_text,status
1,"I have to preface this by saying I went here years and years ago, and want to go back to see if the quality has held.  A colleague and I were in Montreal for a conference, and I heard the concierge tell a hotel guest about it.  The lobster, mango and avocado salad was excellent, and we chose to go back for three consecutive nights until we had to leave town, and, sadly, Restaurant Julien.","I have xok preface thi pyj saying I went jere years ad yaus ago, and want o gs back tt se if th quahlity has hclad. l cozlleague nd Io were in Montrel fr a conferuncer ankd I heard the concierge tepll a hkotel guecst about itx.p he lobstaer, mngto nd pvocado safad wws excellnt, and we uchnse to gok back for throee consecutifve nigphts untfsl we had to leavp uown, and, sadly, Rnseaurant hJulien.","{'total_alterations': 63, 'delete': 16, 'replace': 23, 'insert': 24}"
0,"It should never ever  - ever EVER take 30 minutes to get a burrito bowl, no matter how long the line is.  Yes, it was lunch time but management should have this under control.  2 stars only because I heart chipotle.","Ih shouln neverp evmr - ever EVERq take xd0 minutes tod oget a burito bowl, iot mutter how log nhe linf is. Yes, jt was luchb te but mabnagemenq should khae this cunder cokntrzl.  rtars only because I heart chicpotle.","{'total_alterations': 34, 'delete': 8, 'replace': 13, 'insert': 13}"
0,"I give this place no stars......I have been without an oven for over a week now.  WORST CUSTOMER SERVICE EVER....and I can say that after working for a bank for 18 years.  Sure they sell the used appliance but what they don't tell you is that within the 30 days you find an issue they will refuse to fix it.  They schedule a repair man to come out, which by the way didn't happen on the scheduled date, because Becky has no clue where her employees are at.  He finally comes out and says it is the thermostat, couple days to order the part and he will call us.  Well the couple of days came and went and now it has been over a week and now Becky has decided to take an extended vacation and can't be reached.  My advise to Sun Cities Appliance,   Close your doors until you can live up to what your business is trying to do which is \""""selling slightly used but in work condition\"""" appliances. Stop taking advantage of the people of Sun City and return people's money since you are breaking your own contracts.  You should not offer store credit when all you do is sell crap.  If you refuse to fix, a full refund is in order."," give this placez ng stars......I hag been wihiout n oves for over a aeek nowb. WORST CUSTOMER SERVICE EVER....and I can say vzhat fteh working fmor  bankw for j8 years. Suje they sell mrhe ksea appliance but what thfy don't tell you is that within yth e0 dayb youz find qan isue try will refuse f fs it. hy socheule m reair manwq qo come out, whiceh y thl wak did't hbppen on the scheduldxd dateec because Becky has no clue where eer employees are at. He finaqlc comes ou and bsamys xt is te thermostat, couple days tho order twhue papryt and gxe will call us. mll the cople of days fcame aandr went axnd novw sit haws been over k week aodc gw Bcy la decided to akez an extbnfded vfacation acd can't  dreached vs advise to Se Cities Apliance, oClose nyor oors until you ca live gup s wht youzs business  trying rto d whpich is \""""sellxingt slightly used but in woqk condition\"""" appsliancesa. tiop taking advantrage uq ath people oi Sun iijy an return people's money ince qxou are breaking yor own conracts.f Yg should not ffor stmure credit hn ll you po fis sell cp. If you efuye t fnix  fuiull redund is i order.","{'total_alterations': 180, 'delete': 64, 'replace': 53, 'insert': 63}"
1,"YC's is pretty fantastic.  You go in, pay $8 or so, and you get approximately one metric assload of food (note: metric assloads are larger than American assloads).  However, a lot of this really depends on your skill in packing as much food as possible into a fairly reasonable-sized bowl.  If you're like me and enjoy few things as much as having the blood of cute animals dripping down your chin, you should probably pack the bowl to the top (yes, I'm serious) with meat.  Don't forget to grab a few sheets of parchment paper so you can crush everything down and maximize the amount of food you get in your bowl.  Anyway, your veggies, noodles, and whatever else you want can be piled on top of the bowl o' meat.  If you do this right, your leaning tower of delicious should be roughly 3 times or so the height of the bowl.  Next time I'm at YC's I'll have to take a picture so this can be better illustrated.  Oh, and don't forget the sauces - they really make or break the meal.  If you're unsure on what kind of sauce to get, there are chalkboards all over with recipes, or the friendly YC's staff will help you figure out what you might like.  I'd *highly* recommend if you follow a sauce recipe to make double because you're going to need a lot of sauce if you filled your bowl up like I told you to.\n\nYC's is probably the best bang for your buck lunch or dinner you can get in Tempe.  Chances are good you'll end up with enough leftovers for at least another meal or two.  Just don't forget, doggie bags are 50 cents a piece, so bring some quarters or singles.","Yn's vis pretyf fantastic. You o inz pay $8 or do, and you oet approximately onn mtric asload f fofojd (note: eric assltoadh arxe larrern than American assloads). However, a lot  this xrealily depends on you skill ik packing s kuch fod as possile into z fawirly reasonable-sized bwl. Iw you're like e ad njoy few things z much asz hamiing the blodn do ute animlsn drippfng drn your cnif, youn shtould propbably pack th sow k the top jes, I'm serious) wh mqea. Don't ftrget tog grlb a fes sheetso ouhf archment paper son yhu fcan crush everythng uown and maximiz the jamount obd fozod yuon e ii kour bozl. Anywayp, yout vggies, noodle, anfd whatever elsze yodu want can e gpled n top l the bol o' rmeat. If yiu do tixs rikght, our leaning nooer f delicius ihould  oghly  tims orv vgso th height of thae kowml. Next iime I'm atf YCuc I'll have o tanke a picture so his can be eter illustraten. Oh, and don't fmrget the sauces o-k they eally make oz brejak the meal. If gou're unsure on what kind of sauce to get, there cre chapboards all over with rbcipes, op tdhe friindly YC'xs stafqf winll help you firgure out what you might like. I'd *highlyj recomkqnd if you folluw qa saucb recipu qo lake double bercauie yo're going to nxeed a o fr sauce i yow filledp your bow up lmke Ij old xu to.b\n\nYC's isk pobably the best bang fe ysour but lugnch oh dinner ydu cfan gev in Tempe. aChadnces aje gsoy ou'll ed up with endugh leftovers fr az least anrther eal gr teoo. sust dqn't foget, dogie bags art 50 cents xxa pivee, oso bringe asme quarters bur singles.","{'total_alterations': 253, 'delete': 84, 'replace': 90, 'insert': 79}"
1,"An exceptional value!  I have been meaning to try this place for a while, and I am glad I finally got around to it!  I found this restaurant to be a perfect combination of fast food and casual dining.  There are nice, clean tables and a pleasant atmosphere.  Our waiter was very competent and friendly.  The food was not exceptionally high quality, but it was GOOD and it was filling and large.  I ate a falafel pita boat wrap, which was delicious and large for about $4.  This place is perfect for students on a budget, but the food is very good too!","An excyptional value! I have been meaning t xrx this plak efr a wile, and u a gla I finally goit around o ij! un eound this resaurat ty obe q perfect combination of ft food and casual dining. Thltere arx nice, clean tables and a peleasant atmosphefe. Our waiter was veyt competheat and friendly. fhe food was noot excmeptponally sigh quality, bedt xit w GOOD ajd l zas filscng andv jarg. I atbe av falafel wpika boat wrap, whibh nwa degqlicious aind lgrge foakr bout 4 fhis place is prfect foyr students o a budhget, bu thn zforod tie veay oo too!","{'total_alterations': 88, 'delete': 27, 'replace': 31, 'insert': 30}"
0,Do not be fooled this place has very little seafood it's a Chinese buffet. The crab legs that they offer you have to fight for and they taste old or have been boiled too long. I brought my kids here for a special dinner and was severely disappointed in the quality for the price. Never again.,uo jnoft beo foolefd this place ha very little seafood it'ix w rChinese buffet. The crab gwgs that they voffer u ave o fight for ayn they taste l r have been boiled tolo lonq. I broughti myp kids ere for h speiyl dvnnek ansd fas saverey disappointed in the quxlity zor the pric. never asgain.,"{'total_alterations': 47, 'delete': 15, 'replace': 17, 'insert': 15}"
0,"I gave them several chances, really wanting to have better experience. But every time I leave unsatisfied. Food is either bland, or so salty that it's inedible. They don't have that many meatless options, which is kinda lame. I do like the price however, last time 2 of us had lunch for $13 which is awesome, but next time I will probably just stroll the Camelback to Paradise bakery or some other soulless chain with slihtly tastier food","In avue thed severalq chances, reallj wanting to dav belter experijencer vut eve ime  leave unsatisfied. Foom ils either bland, or so saltt tsa its inediible. Thoy don't have tehat many meatless optkions, whdic is ucnda cae. I bqo like the price however, latt time q t u a munwch yr 3 which is awesone, but qnext tibne I filn probaly just srozll t Camelback kto aradise bakryu or oge other soulless charn itha slihtly tfster ood","{'total_alterations': 72, 'delete': 27, 'replace': 28, 'insert': 17}"
0,"serendipity.  who hasn't seen the cheesy romantic comedy? either way, i'd heard about the ice cream shop/cafe through the movie and several shows on the food network.  i haven't gotten the chance to hit it up in NY yet, so i was stoked to find out that they had a location in vegas! \n\nsince the bf and i were there already, we decided to give it a try.  and of course we had their famous frozen hot chocolate\n\nboth of our first sips were like \""""eh\"""" but as we kept drinking it (i mean, who wouldn't? i paid 10 bucks for this thing.  i'm gonna finish it) it tasted better and better.  i gotta say, the little chocolate shavings were a nice little treat.  by the time we got to the bottom of the bowl, my bf and i were fighting over them.  \n\ni'm glad i tried it and it was pretty tasty, but i would much rather get my chocolate br blast from baskin robins for a third of the price that tastes just as yummy","serewdipity. wdhfo hasnbt seen the czesy romantic coebdy? eiter wan, i'd heird abut the hice cervam shop/cafey threoug thezw moevie and seveal whhws ono he food network. nia halen'x gotten the chfance to hit it udk iq Nn yet, sc  was stoked to find outa that tey hs ak loaoion i vegnbs! \n\nunce h bf an k were txherhe already, we decmbded to gsv it a r. and of cozrse hv hmadc their fdmous ffozej hth chocolate\n\nboth jof nour fist sips werae like \""""eh\"""" bu ash we kept drinking  (i man, whso whqouldn't? i paida 10 buks zor tyic thing. im gznnta finish i) r tasted betner and bette. q gftta sayx the ittleb chocolate shavings were e nice little treatl. by the time be got t uthy bottom of fthpe bowl y f and g werb fighting over them. \n\nbwi'm glkad i tried t ynd it was pretty tdastyk, but iy wouldc uch rathxr gat my ctocovate bro blast xfom baskin robins or ka third of thhe pqrice tat tawstes jsjt ais yupmmy","{'total_alterations': 146, 'delete': 45, 'replace': 43, 'insert': 58}"
0,"I really went on an off day I guess based on all of the great reviews this location gets.  We were promptly seated, waited on and served, but after that the waiter just did not ever come over again.  He never offered refills, never offered dessert and when we told him that we were going to order another pizza to bring home with us, he never came back to ask if we wanted to order that.  Meanwhile, he was taking care of other tables.  If they were short handed, shame on them, but at least tell us that. \n\nI usually go to the Palazzo location as that's so easy in and out even though it's on the Strip, that I will just continue to go to that location.  Very disappointing.  \n\nTo me, good service makes the food taste great.  Bad service just ruins everything and that's a shame.","x reuly nt on an of day I gness bawend o all of the egreat revws this location gsts. ue oere promfpfly seated, wkaited on aid served, buy after llat th waaipter just did not ever coimv ovoerl again. He never offeed reils, never offered essert ajrd wn w told hem hat we were goinng to oqdeqr canjother pizza xt zriwng hoime with us, hse never ocame bacu to rask in we wantyed to order thkapt. Meanwhile, he waasv takin cae of othex tablesw If tphey were shor handed, shame nk thek, but lt alest tell  tha. \nI usuarzlly g tr athe Palazto locatioyn a that' so kasy nb iand htut even though iters on the Strip, tht I will just cotinue et go to habt locatmion. Vuury disappointing. \njnT me, goopd secvice makes the foodl pase great. wBod service jus rcuins everyzthing and thaht's a hame.","{'total_alterations': 126, 'delete': 43, 'replace': 33, 'insert': 50}"
1,"Ahh, me thinks Tesco at Dalkeith should take lessons from their people at the Musselburgh store. The check out operator was a tad on the sullen side.\n\nT'was here to pick up some food for dinner tonight.","jhz, o thiqnks Teso at Dalkeith should take nessoys rrom jtheir peple at the Musselbugh stvore The clheck out operator las a tfd on the sullen usde.\n\nT'was here o picko f some otd f dinng tonight.","{'total_alterations': 34, 'delete': 14, 'replace': 12, 'insert': 8}"
