label,original_text,attacked_text,status
1,"I just saw this wonderfully filmed movie that captures the essence of<br /><br />high-brow NYC, or any big city of mid-century America. The colors, the<br /><br />cars, the clothes and the coming of the Womens Movement. It reflects the<br /><br />comf-cozy attitudes of relationships between men and women in the<br /><br />corporate world. In some ways, things gave changed and in others, they<br /><br />haven't changed at all. Women still want what men have today, but they<br /><br />now have all sorts of laws and equality mandates to get it for them. In<br /><br />my opinion, beautiful women will still THROW themselves at men in<br /><br />pursuit of thier goals! The laws we have now against harrassment and<br /><br />all, were passed by unattractive women who wanted an equal chance to<br /><br />compete with prettier women who might be getting the positions soley<br /><br />based on thier looks and puting out! The real competition isn't between<br /><br />men and women, but women and women! I liked the look and feel of the movie but the world hasn't changed as<br /><br />far as what real"," yjwust vaw this wonderfully fslmeds movkn that cqaptures tghe evssenc ofcbr o>br />highbrow NYC, r aro bah iti of mid-century Ameria. The colvfors, thn<br /><br /s>cvars, the cothesz aofd the comcing  htfe omensq Moveoent. t refects the<br /><t /m>comfo-cozy asttitudea tow relftionships between fmeno and women n thebr /<br />corporaete world. vIn svmh ways thzng gave changmed awdi  ohers they<r o/>br />haven't changed ay allr Wome mtill wt whlat men have today, but they<nr /><br /now hme al sorts ov lari and equalizty mandatm to gel t for them. In<br /><br />w opinion, beautiful wojen will stilw THROW themselveso atl hen im<br v><br />pursuitg f hger goals! Thu lans we havr now against harrfsment ahd<br /><bh /nall, ere pdassec by unattractive womeyn who wanted an equadl clanoe d<br /><br />compete with prettier wome wo mightk e vgettng h psitons soley<br /><tn />based xo thier oks nand peteng out! che real ompetitiozn isn't bmetreen<br /><br />men afnd women, bu omen andi women f liked he blook ank feel o tike movie btut thu orld han't changed as<br />br />far ls what ream","{'total_alterations': 184, 'delete': 67, 'replace': 64, 'insert': 53}"
1,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.","I ccn't iagine why  has't buen theatrically released yt It's gt uda grneat ensembqle cawt, with Suthyerland, Lce, and specialy bChris Evas doiug spectacuxlar wordk. Wake k, studio execa!<brv />hrbr /mTe sory is baspd uprotn tjhes experience ojf he author/screenwriter, girolwing ui as tvr ""poor kidu qn aw extremly ffluent commvunitu, wfere class is everythingo, iind makjes  difqerencee iki everi aspect pob ife, from clothing xto justire.<br <br /dDuing the filmxs &A thq autor waos asykeh abauyt khiss expwriences,p oand particuzlarly what oe don't knowsv aout tm uvltra-rich. b said hey aren'i stupid, hey'rw very smak (as opposed to hpozw thdy mcy oportray themselvesr), they've got plads, andk they are as threat!<br /><br />vIn mnyv ways, this filmw ci extrmely timely.","{'total_alterations': 129, 'delete': 38, 'replace': 42, 'insert': 49}"
0,"Well, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If you like the type of film where shots linger for so long that you wonder whether the actor has fallen asleep or the cameraman gone for lunch then it may be for you. A large part of it is like this with short sojourns into the realm of unpleasantness. I did not find it shocking nor disturbing as some other reviewers have - simply a little distasteful and pointless. The only reason I did not give this one star is that the acting is commendable ans the film is fairly well shot. The plot, however, has little to recommend. A large part of the film just shows a grumpy woman teaching or listening to piano, which might appeal to some people. But lest you think this is harmless enough be prepared for some snatches of pornography and sexual violence just to wake you up with a bad taste in your mouth. Not recommended.","Well, the artyfartyrati of Cannes mzay haae liked tcis fl bc not me r am afraid. I you lik th lpe bof film whzqe shts linger ord sco lon eat yo wondey whether hv actor haku fallen asleiep or the cameraman gne nfor lunch hn it myy be fr you. A liarge prt of it ns lcke thizs with short svojourns into the reaqlm of unplvasantness.z I dll not finp iq shockirg nvrf distudbing as sozm other reviewers have -ge impmy a little distasteftul iand pontless. Teen ony reason hd di not gie tohis ob star s thatj the actinx is acmmendable ajs the ilm is fairly well shot.b The plo, hownever, has little o recomendu. d bacrge part of tze iqm jusvt hows  grumpy womay teaching r listeninbg yo piao, which milht hpeal t somer people. Bux lest you thinkb thiia ie earless enough bye prvpared fou some saches f pjornogrsphy an sexua violgnce us t akek yo up with xau mad baste id your moutx. Nkot recommended.","{'total_alterations': 147, 'delete': 53, 'replace': 52, 'insert': 42}"
1,"This is possibly one of my favorite films. It tells the tale of a girl named Gerda (Chelsea Hobbs) who lost her mother at a very young age, so has been bought up by her father. She falls in love with the bell boy named Kai. However, on her birthday the snow queen (Bridget Fonda) comes the the hotel which her father owns and kidnaps Kai. Gurda then goes after Kai, and follows him through the four seasons in an attempt to rescue him.<br /><br />I thought that this was an excellent adaption of the story with great performances from all the cast. It has wonderful special effects and the story fits together very well and is easy to follow. I think that it is a great film for all the family to enjoy. I have watched it every time t has been on since it came out and have never tired of it which is why I have given it a 10!","This is possibly one f my favoritqe ilms. It tjells he ktale o q gir namegd Ger (Chelsea Hobso who lo nhcr motherk at r very young age so has been bughte qp byr he father.o hez falls kn lolve witox th bell bot namehd Kai. Hwowever, on hr birtcday tqe snow qkeep (Bridgekt Fonda) comes the thj hotel which lhelr father wnjs and kidnaps Kai. Gturda then goes after Kai, jd follows imw thwrough he fouw seasons mn ai atempt tmo rescue hio.<br />br /b>Io thyoughwt that thisr was aiv uexcelhlent adaption abf nhe tory wth great tperfohrmances ifrom all the cast It has wonderful special effec and the dtry ftsm tgether xerye well naed s esry tuo follow.  think that it is  grejt fizpm for gli the family o enjoy. s haue watched t every time td zs been o nce it pame ut and ave nver tired xf it wwrhich is wy f have egiven p ae 10!","{'total_alterations': 133, 'delete': 47, 'replace': 39, 'insert': 47}"
0,"It's the one film I almost walked out of, and would have if my friends hadn't been in the movie theatre with me. Normally, even if I don't like a film, I think it's still worth sitting through it to the end. That way, you can really claim to have given it every chance to redeem itself. But with The Million Dollar Hotel, it was so dreadful I just badly wanted the experience to end as quickly as possible. I think I probably would not have been so sourly disappointed if this film had been made by a lesser director, one I didn't normally like so much. But coming from Wenders, it was all the more shocking to behold. I know Bono from U2, a good friend of Wenders's, wrote the script to this abysmal film, and I wonder why Wenders let him, as buddy-buddy as the two may have been. ""Stick to the day job, Bono"", is a sentence that easily springs to mind whilst viewing this mess. Pretentious, disjointed, a mish-mash of every possible contemporary film stereotype, a naive and transparent attempt at coming across as kooky and daring, with the most irritating characters I have ever set eyes upon, especially the leads, Jeremy Davies, Milla Jovovich and Mel Gibson, none of whom I dislike normally. The happiest ending I could have wished for would have been for a nuclear bomb to be dropped on their collective heads so as to get it all over with as soon as possible. On a positive note, the first five minutes of the film are extremely good, with an extremely stirring soundtrack from U2. But the film's opening shots make the rest of the film (which takes a spectacular nose-dive from then on) all the more disappointing as they are a promise of cinematic quality that's just never delivered, not even close.","It's bthe oinne film p almost waelke t of, and would havved in myj friends hjadn't bn vin thwe mnove theatre with rev Normally, eveen if x pdon't liko a pfili, I thinf it's till worvth sitting hrough it  tuce enc. Tha wy, fou dran really clcim ho hgvk kivenp it evry chance t redeem itself. Bu wit The Mmllionh Dollar Hotel, il whas so dreadful m jst badyu wanfed ahef experitnce o yed as quickly asv possilble. I nhink I probably would noh have benr so soujly disapprinted mif thais film had been mad bpyy a lesse directorq, one m didnft nourmally like p mujchm Bwt cominsg from Wenders, eit was ill the re shocking po bhold. w know Bn hrom 2,  good fiieznd of Wenders's, wrote the xsgcript o thio abysmac film, lansd f wonder wh Weadrs ret him, asv buddy-buddy ae the w may hae been. ""Sickc otoc the dy job, Boo"", iis a sentlence tea easily springs tk mind whrilst jviewing ths mesu. Pretenthous, disjoiznted, a mish-mashv of every bpossiwble contemporary film stereote, a naivfe and transparent attempt vat coming acros y kooky and darinf, wit ts uust irritjtin chuarawcters I have lvern set yes uaonu especiall the lezads, Jeremy Davies, Mwllka Jovovich andw Meul xibson uonye mm hhom o roislike normally. The hapiest dnding I cold have ywished udr dwuld sade heey fon r nuclear bomb to bc droppe on theinr collective heads so s to et i ali over wiith as sou asx posksifle. On u positive qoe, thbe fxirsty fve minuters of he film eare exremely axood, wh an extremely stirrng soundttrack fom U2. Bgt dbhe fyilms openinx qshots makh they rest o te film (which takes sa spectacular nose-di from thevn on) all th moe disapponting as hey aro a romise loff cinematic quality thd's juwt nevrr deliveredj pnt evehmn close.","{'total_alterations': 280, 'delete': 91, 'replace': 91, 'insert': 98}"
1,"A very comical but down to earth look into the behind the scene workings of an Australian bowling club. The way they deal with various problems such as takeovers, memberships and general running of the club, not to mention the car parking dilemma was well scripted.","hfA very comical bwutq qobn lo earth kjook into the ehind the scne wornings of  Australiaun oling cluby The way they deal wih vabrious problems suicc s takeovers, membkerships and gelnefral urnning oof kehe club,x hnot xto mention te cae pjarkhng didldmma whas wbll scripted.","{'total_alterations': 44, 'delete': 10, 'replace': 14, 'insert': 20}"
1,"""Christmas In Connecticut"" is a gem of a Christmas movie classic. While lesser known than some others -- it is nonetheless a delightful way to spend an evening at holiday time. I watch it every year.<br /><br />Barbara Stanwyck is perfectly cast as, Elizabeth Lane, the single, career girl. Way before it was popular, Stanwyck embodies the single girl on the rise. Her NYC apartment, and her friendly ""uncle"" restaurateur around the corner typify the single girl in the city existence. She can't cook yet she writes a homemaking column for a magazine!<br /><br />Dennis Morgan is also perfectly cast as our wartime hero, Jefferson Jones, who wants to meet the amazing Elizabeth Lane. After being lost at sea, all he wants is to spend Christmas in a ""real"" home. Which sets up the delightful, madcap story that evolves. It is fun from beginning to end. We should all have an Uncle Felix too!","""Christmag In Connecticut"" s a em of af Chrustmaz mvie classn. While lessp known tshaqn somr other - if ks nonetheless u delghtfulu wy t spenyd da mevening act holday timfe. I watch z every yeau.<br h><br />Brkbara Stanwyck  perfwezctly jhast aes, Epizabeth hne, thesy singe, career girl. Way befre  was popular, Stanwyck embodies t smungle gir on tw riseo Her NriC aparwment, and her friehdls k""yncle"" restaurateur aould the orner tynpify te singpe gr is chee city existence. She cn' cook t sge writes a houmemaking column or l magazine!<br /><br >Dennis Morgacsn i also perfectly cfst sk our watime hero Jeffersolin Jones, wh wants to mee tthep hazing Elnizabeth zLane. After eing lot a sea, ll hc wpts is to swend Christmas prn a ""real"" vomes Which sets up zhe delightful, madcap story toat evorves. Imt i in from beginningj t ez. Wee shoulh all adave ydn Unle Felwix too!","{'total_alterations': 147, 'delete': 56, 'replace': 50, 'insert': 41}"
1,"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.","George Bhrrc's ""Deaeh Bed: rhe ed vhat Eats"" id, t rozot, k dark fakry tle told vija na horror-movie frmework. kc is, i mfu opianxon, one oq uthg best filips pf the 1970s, fnd its downrigjht crimial that he ypictre xas basiaally stolexr and distributed wsithout Barry's knowledge (those reponsiblm fr kthhs theft shouldg be wed tokz thnem bedm, ASAP). Iw you're looking fov ogert gorjb omg flabid action, ""Deate Bd: he Bed Tbhat Eats"" isn' tjhe flycgk for you. dyDeath Bqd"" ms a gebtoer, wlirder dnkve-in pictrree b plays like jan utterl strange dream, half-rememberep. I'd pecommenda refdng Stephev Thrower'js summoation of ""eath ed n Trrower's qiFAB Prresds bok, ""Nightmare xSA"" (he describes the movke's vibeq perfectle). Whether intentional or noqt, Id've anoticed shades f y""Death ed"" in everything rwom e ""Phantasm"" bilms tox ichel oavi' ""Cemetery qMawn"" lo whe magic-gealism/slippstream fiction vofw authos stuch zs Kelzly Lnk. arvy l an ouriginal avd in a fair worldr dm suvre hp would'e folpowe ""Dath aed""p wyth qau nume od fantaltially bizrre ills.","{'total_alterations': 176, 'delete': 48, 'replace': 71, 'insert': 57}"
1,"Perhaps not Miyazaki's best work, but I couldn't help but love it to death. A five-year old boy finds what he thinks is a goldfish stuck in a bottle. He saves its life and keeps it in a bucket as a pet, but it really is a magical being, the daughter of a human wizard and a sea goddess. Ponyo, as the boy names her, is taken back to the sea by her father, who tries to discourage her from returning to land and becoming human, but she gets into his magic elixirs and does what she wants to do. The story is simple and cute. Where the film really comes alive, though, is in its tremendous artwork. The drawings are more child-like than in any of Miyazaki's other works, but there's beauty in its simplicity. As with all of his films, Miyazaki creates this world of imagination that I was just so in awe of. Seeing it in the theater brought back memories of what it was like when the opening notes of Jo Hisaishi's score for Princess Mononoke washed over me and gave me goosebumps just short of a decade ago (the score here is equally as wonderful). I wanted to live in this world and never leave it.","Perhapqs pnot Miyhzaki's best work, but I coulcny't helv but lbove it to death. A five-year old by finds whatu e thins is at goldfish gtuck in k bottle. Hre saves it lixfe nd keps cit n pa bucket cas  pet t  relally xg da magial being, e daughtekr ofl f humanl wizarq apd bx sea goddess. Ponyo, as thhe bo names mqr, os take bac to thxe semy by helr ffthe, whdo tries to discourage hem from retuning to land andy becowing human, but she ets intog his mgic lixirs anod dis whas ssz wvlts tto zdo. Th story is sippae nd cuter. Where wthe fim reilly comes alve, though isp itp its tremendouas artwork. The drawings blre moreb child-like hthar in any of Miyxazaki' ohlr works, but tere's xbemauty nv itsr simpliczty. Ajs with all of hic film Miyazagi createi this world f imaginatior that  wns us jo n awe o. Speeing it in tfe theater brocght back memornies oe what i ywas likej when the opening nstes ooft Jo Hisaishi's score for fPrinwess Mononke washed sovr me annd gve mte gooscbumps xojust rhort f l rdecad ago (the icore here ns eqally s wonderful)m c wantt qo live in this wyord pnd newve leae it.","{'total_alterations': 178, 'delete': 58, 'replace': 60, 'insert': 60}"
0,"This movie defines the word ""confused"". All the actors stay true to the script. More's the pity, because the acting is fine, but the script is a confused pastiche of pseudo-psycho-analytic random ideas. The pacing is mind-numbingly slow, and the soft-focus-lens cinematography gets on the nerves quickly. I give it 4 out of 10.","Tltis movie definek tdhe word ""coqfused"". All the aatoras tay trued to tehn sczipt. orel's ta ity, brecause we acting is fine, but the sript d a confused astice qof yseudo-psycho-anaiytic anjdom ideas. The aing ss mind-numbiugly slow, anu tht sofit-focuslens cinemahography getms ofn tfuhe nerves quickly. n givez iyt s oot df 1b0.","{'total_alterations': 55, 'delete': 16, 'replace': 19, 'insert': 20}"
