label,original_text,attacked_text,status
1,"I just saw this wonderfully filmed movie that captures the essence of<br /><br />high-brow NYC, or any big city of mid-century America. The colors, the<br /><br />cars, the clothes and the coming of the Womens Movement. It reflects the<br /><br />comf-cozy attitudes of relationships between men and women in the<br /><br />corporate world. In some ways, things gave changed and in others, they<br /><br />haven't changed at all. Women still want what men have today, but they<br /><br />now have all sorts of laws and equality mandates to get it for them. In<br /><br />my opinion, beautiful women will still THROW themselves at men in<br /><br />pursuit of thier goals! The laws we have now against harrassment and<br /><br />all, were passed by unattractive women who wanted an equal chance to<br /><br />compete with prettier women who might be getting the positions soley<br /><br />based on thier looks and puting out! The real competition isn't between<br /><br />men and women, but women and women! I liked the look and feel of the movie but the world hasn't changed as<br /><br />far as what real","I jwust vsaw this wonderfully filmed movin that captures the essence ofcbr /><br />high-brow NYC, or ano big city of mid-century America. The colors, tht<br /><br /s>cars, the cothesz and the comcing of the Womens Movement. t reflects the<br /><tr />comf-cozy attitudea of relftionships between men and women in the<br /><br />corporate world. In some ways thzngs gave changmed andi in others, they<br /><br />haven't changed at allr. Wome still wnt what men have today, but they<br /><br /now have all sorts of laws and equality mandats to get it for them. In<br /><br />wy opinion, beautiful women will still THROW themselveso at men in<br /><br />pursuit of hger goals! The laws we have now against harrfsment and<br /><bh />all, were passed by unattractive women who wanted an equadl clance do<br /><br />compete with prettier wome who mightk be getting the positons soley<br /><bn />based xon thier ooks and peting out! The real ompetition isn't between<br /><br />men and women, bu women and women I liked the look and feel of the movie but thu orld hasn't changed as<br /><br />far as what rea","{'total_alterations': 46, 'delete': 17, 'replace': 17, 'insert': 12}"
1,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.","Iz can't isagine why it hasn't been theatrically released yev. It's got a great ensemble cast, with Suthorland, Lane, and especially Chris Evans doing spectaclar work. Wake up, studi execs!<br /><br o/>he story is based upon the experiences of thu author/screenwriter, growing up as the ""poor kid"" id an extremely affluent chommunity, wmere class is everything, and makes a vdifference in every apectr of life, from clothing tgo justice.<br /><br />During the film's Q&A, the author was asked about his eperiences, and particularly cbwhat wn don't know about the ultra-rich. He said theys aren't stupid, they're very smart (a opposed tw how they bday portray themselves), they've got plans, and they are a threat!<br /><br /n many ways, tfwis film is extremely timely.e","{'total_alterations': 32, 'delete': 9, 'replace': 10, 'insert': 13}"
0,"Well, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If you like the type of film where shots linger for so long that you wonder whether the actor has fallen asleep or the cameraman gone for lunch then it may be for you. A large part of it is like this with short sojourns into the realm of unpleasantness. I did not find it shocking nor disturbing as some other reviewers have - simply a little distasteful and pointless. The only reason I did not give this one star is that the acting is commendable ans the film is fairly well shot. The plot, however, has little to recommend. A large part of the film just shows a grumpy woman teaching or listening to piano, which might appeal to some people. But lest you think this is harmless enough be prepared for some snatches of pornography and sexual violence just to wake you up with a bad taste in your mouth. Not recommended.","Wull, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If yoh liee the tyie of film whbre shots linger for so long that you wonder whether the ctor has fallen jsleep os tfhe cameraman gone for lunch then fit may be or you. A large paqht ofd it is like this with short sojourns into the ealm of unpleasantness. I du not find it shocking no disturbing as some ather reviewera have - simpy a little distasteful and pointlzess. The only reason lI didt not give lthis one star is thaht the acting is commendable ans th film is fairly well shot. che plot, however, has little to recommend. A largd part of the film jbst shows a rumpy woman teaching or listening o piano, which might appeal to some people. But lest you hik this is harmless enough be prepared xfor some snatches of pornography and seual violence just to wake you up with a bad taste in your mouth. Not recommended.","{'total_alterations': 37, 'delete': 12, 'replace': 15, 'insert': 10}"
1,"This is possibly one of my favorite films. It tells the tale of a girl named Gerda (Chelsea Hobbs) who lost her mother at a very young age, so has been bought up by her father. She falls in love with the bell boy named Kai. However, on her birthday the snow queen (Bridget Fonda) comes the the hotel which her father owns and kidnaps Kai. Gurda then goes after Kai, and follows him through the four seasons in an attempt to rescue him.<br /><br />I thought that this was an excellent adaption of the story with great performances from all the cast. It has wonderful special effects and the story fits together very well and is easy to follow. I think that it is a great film for all the family to enjoy. I have watched it every time t has been on since it came out and have never tired of it which is why I have given it a 10!","This is possibly one of my favorike fims. It tells the qtale of a girl named Gerda (Chelsea Hobbss who lost he mother at a very young afgx, so has been bought up by her father. She falls in love with the bell boy named Kab. However, on her birthdpvy he snolw queen (Bridoet Fonda) comes the the hotel which hzer father ownsy and kidnaps Kai. Gurda then goes after Kai, anld follows him through the fouk seasons hin an attedpt to rescue him.<br x><br />I thought that this was an excellent adaption of the story with great periformances from all the ast. Ite has wonderful special effects and the story fits together vqry well and i easy to follow. I thinkf that it is a great film for all thk family do enjoy. I have watched itx every time tj has been on since it came out and have never tired of it which is why I have given it a y0!","{'total_alterations': 33, 'delete': 5, 'replace': 15, 'insert': 13}"
0,"It's the one film I almost walked out of, and would have if my friends hadn't been in the movie theatre with me. Normally, even if I don't like a film, I think it's still worth sitting through it to the end. That way, you can really claim to have given it every chance to redeem itself. But with The Million Dollar Hotel, it was so dreadful I just badly wanted the experience to end as quickly as possible. I think I probably would not have been so sourly disappointed if this film had been made by a lesser director, one I didn't normally like so much. But coming from Wenders, it was all the more shocking to behold. I know Bono from U2, a good friend of Wenders's, wrote the script to this abysmal film, and I wonder why Wenders let him, as buddy-buddy as the two may have been. ""Stick to the day job, Bono"", is a sentence that easily springs to mind whilst viewing this mess. Pretentious, disjointed, a mish-mash of every possible contemporary film stereotype, a naive and transparent attempt at coming across as kooky and daring, with the most irritating characters I have ever set eyes upon, especially the leads, Jeremy Davies, Milla Jovovich and Mel Gibson, none of whom I dislike normally. The happiest ending I could have wished for would have been for a nuclear bomb to be dropped on their collective heads so as to get it all over with as soon as possible. On a positive note, the first five minutes of the film are extremely good, with an extremely stirring soundtrack from U2. But the film's opening shots make the rest of the film (which takes a spectacular nose-dive from then on) all the more disappointing as they are a promise of cinematic quality that's just never delivered, not even close.","It's the one film I almost walked out f, and weuld have if myv frfenvs hadn't been in the movie thegatre with me. Normally, even if I dun't like a film, I think it's still worth sitting through dt to the end. That way you can really claim to have given it every chance to redeem itself. But with The Million Dollar Hotel, it was so dreadful I just badly wanted the experience to end as quickly s possible. I think I probably swould not have been so sourly disappointed if this film hd been made by a lesse director, one I didn't normally like syo much. But coming fro Wendxers, it ws all the more shocaing to behold. I know Bono rom U2, a igood friend of Wenders's, wrote the stcript to this abysmal film, and I wonder why Wenders letu him, as budjdy-buddy as te two may have been. ""Stick tro the zday job, ono"", is a sentence that easily springs eto mind whilst viewing ths mess. Pretenbious, disjointed, a mish-miash of evy possible contemporary film stereotype,  naive and transparent attempt at coming across as kooky and daring, with thg most irritating characters I have ever set eyes upon, especially the leads, Jeremy Davies, Mivlela Jovovich and Mel Gibson, none of whom  dislike normally. The qappies ending I could have wished for wouln have been for  nuclear bomb to be droppefd on their collective heads o as oo uot it all over with as son w ossible. On a positive note, the first five minutes of the film are extremely good, with atn extremely stirring soundtrack fromk U2. t tghe filnm's opening shots make tphe rxst oi the film (hich takes a spectacular nose-dive frrom then ok) all the lore disappointing as thny are ya promise oft cinematic cualit that's just never delivered, not even closed.","{'total_alterations': 70, 'delete': 25, 'replace': 20, 'insert': 25}"
1,"A very comical but down to earth look into the behind the scene workings of an Australian bowling club. The way they deal with various problems such as takeovers, memberships and general running of the club, not to mention the car parking dilemma was well scripted.","A very comical but down to euarth look into thce behind the scene workings of a Australian bowling club. The way they deal with various eroblems such as iakeovers, memberships nd general running oj the club, nt tso menthon th car parking dilemma was well scripted.","{'total_alterations': 11, 'delete': 4, 'replace': 4, 'insert': 3}"
1,"""Christmas In Connecticut"" is a gem of a Christmas movie classic. While lesser known than some others -- it is nonetheless a delightful way to spend an evening at holiday time. I watch it every year.<br /><br />Barbara Stanwyck is perfectly cast as, Elizabeth Lane, the single, career girl. Way before it was popular, Stanwyck embodies the single girl on the rise. Her NYC apartment, and her friendly ""uncle"" restaurateur around the corner typify the single girl in the city existence. She can't cook yet she writes a homemaking column for a magazine!<br /><br />Dennis Morgan is also perfectly cast as our wartime hero, Jefferson Jones, who wants to meet the amazing Elizabeth Lane. After being lost at sea, all he wants is to spend Christmas in a ""real"" home. Which sets up the delightful, madcap story that evolves. It is fun from beginning to end. We should all have an Uncle Felix too!","""Christmas In Connecticut"" is a gesm of wa Chritmas movie clpassic. While lesser known than some others -- it i nonetheless a delightful way to spend ann evening at holidey time. w watch it every year.<br /><br />Barbara Stanwyck is erfectl cast aso, Elizabeth Lane, the single, career girl. Way before it was popular, Sanwyck embodies the single girls on the rise. Her NYC apartment, and her frinendly ""buncle"" restaurateur around the corner typify tne single girl in the city eistence. She can't cook yet she writes a homemaking column for a magazine!<br /><br />Dennis Morgan is also perfectly cast as our wartime heror,a Jefferson Jones, who wants to meet the amazing Elizabedth Liane. After beijng lst at spea, all hk wants is oto spend Christmas n a ""real"" home. Which sets uu the delightful, madcap story that gvolves. It  un from beginning to end. We should all havc an Uncle Felix too!","{'total_alterations': 37, 'delete': 11, 'replace': 11, 'insert': 15}"
1,"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.","George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via  horror-movie framework. It is, in my jopinion, oae of the best films of the 1970s, ad it's downright crcmnal that the picture ws basically bstolen and distriuted without Barry's knowledge (those responsible for this theft should be fed to the behd, ASAP). If you're looking for ovgrt gore or rabid action, ""Death edk: The Bede That Eats"" isnt the flick for you. ""Death Bedm"" ish al gentler, weirder drive-in picture; it plays like an utterly strange dream, half-reqembered. I'd recowmend rheading Stephen Thrower's summation of ""Death Bed"" fn Thrower's FAB Press book, ""Nightmare USA"" (e describes tke movie's vibe erfectly). Whether intentionarl okr not, I've noticed tshades of ""qDeath Bed"" in verything from the ""Phantasm"" films to Michele Souvi's ""Cemetery Man"" to the magic-realisom/slipstream fiction of authors such ab Kelly Link. Barry i on original cnd in ay fair world I'ms ksure he would've foolowed ""Death Bed"" with a number uof fantasticaelly bizarre films.","{'total_alterations': 44, 'delete': 12, 'replace': 12, 'insert': 20}"
1,"Perhaps not Miyazaki's best work, but I couldn't help but love it to death. A five-year old boy finds what he thinks is a goldfish stuck in a bottle. He saves its life and keeps it in a bucket as a pet, but it really is a magical being, the daughter of a human wizard and a sea goddess. Ponyo, as the boy names her, is taken back to the sea by her father, who tries to discourage her from returning to land and becoming human, but she gets into his magic elixirs and does what she wants to do. The story is simple and cute. Where the film really comes alive, though, is in its tremendous artwork. The drawings are more child-like than in any of Miyazaki's other works, but there's beauty in its simplicity. As with all of his films, Miyazaki creates this world of imagination that I was just so in awe of. Seeing it in the theater brought back memories of what it was like when the opening notes of Jo Hisaishi's score for Princess Mononoke washed over me and gave me goosebumps just short of a decade ago (the score here is equally as wonderful). I wanted to live in this world and never leave it.","Perhaps not Miyazaki's best work, but I couldn't help bt love it to death. A five-year old boy finds what he thinks is b goldfish strucnk in c bottle. e saves its life aqd keeps it vin az bucket as a pet, but it eally is a magical being,o the daughter of a human wizard lnd a sea goddess. Ponyo, as the boy names her, is taken bac to the sea b her father, who tries to discourage her from returning to land agnd ibecoming human, butc she gets into his magic elixirs and does what she wadnts to dox The story is simple nd cute. Where the film really comes alive, though, is in its tremendous brtwork. The drawings are moqe child-vlike thxan in any of Miyazaki's oither works, but there's beauty in ts simplicity. As with all of his films, Miyazaai creates tis world of imagination that I s jst so in awe of. eeing i ink the theater brought bauck memories of whai it was like when the opening ostes of Jo Hisaishi's score for Princesss Mononoke washed over me and gave mze goosebumps just short of au decade ago (the score here is equally as wonderful). I wznted to live in this world and never leave it.","{'total_alterations': 44, 'delete': 15, 'replace': 10, 'insert': 19}"
0,"This movie defines the word ""confused"". All the actors stay true to the script. More's the pity, because the acting is fine, but the script is a confused pastiche of pseudo-psycho-analytic random ideas. The pacing is mind-numbingly slow, and the soft-focus-lens cinematography gets on the nerves quickly. I give it 4 out of 10.","This movie defines the wod ""cnfused"". Azl the actors stay true to the script. More's the pity, because the acting is fine, but the scrijpt is a confused pastickhe od pseudo-psycho-analytic random ideas. The pacing s mind-numbingly slow, and the soft-focus-lens cinematography gts con the nerves quickly. I give it n4 out ox 1.","{'total_alterations': 14, 'delete': 6, 'replace': 3, 'insert': 5}"
