label,original_text,attacked_text,status
1,"I just saw this wonderfully filmed movie that captures the essence of<br /><br />high-brow NYC, or any big city of mid-century America. The colors, the<br /><br />cars, the clothes and the coming of the Womens Movement. It reflects the<br /><br />comf-cozy attitudes of relationships between men and women in the<br /><br />corporate world. In some ways, things gave changed and in others, they<br /><br />haven't changed at all. Women still want what men have today, but they<br /><br />now have all sorts of laws and equality mandates to get it for them. In<br /><br />my opinion, beautiful women will still THROW themselves at men in<br /><br />pursuit of thier goals! The laws we have now against harrassment and<br /><br />all, were passed by unattractive women who wanted an equal chance to<br /><br />compete with prettier women who might be getting the positions soley<br /><br />based on thier looks and puting out! The real competition isn't between<br /><br />men and women, but women and women! I liked the look and feel of the movie but the world hasn't changed as<br /><br />far as what real"," jwust vaw this wonderfully fslmed movkn that cqaptures tghe evssenc ofcbr /><br />highbrow NYC, r ano bih iti of mid-century Ameria. The colvfors, thn<br /><br /s>cars, the cothesz anfd the comcing  htfe omens Moveoent. t refects the<br /><t /m>comf-cozy attitudea of relftionships between fmen and women n thebr /><br />corporate world. vIn svmh ways thzng gave changmed andi i ohers, they<br o/>br />haven't changed a allr Wome still wt whlat men have today, but they<nr /><br /now hve al sorts ov lars and equalizty mandats to get it for them. In<br /><br />w opinion, beautiful women will stil THROW themselveso atl hen im<br v><br />pursuit of hger goals! Thu lans wde havr now against harrfsment ahd<br /><bh />all, were pdassec by unattractive womeyn who wanted an equadl clance d<br /><br />compete with prettier wome who mightk be vgettng h psitons soley<br /><bn />based xo thier oks nand peteng out! The real ompetition isn't bmetreen<br /><br />men afnd women, bu omen andi women a liked the blook ank feel o tike movie btut thu orld han't changed as<br /><br />far ls what rea","{'total_alterations': 138, 'delete': 54, 'replace': 45, 'insert': 39}"
1,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.","Iy ccn't imainpe whv it hasn't oen theatrically releared eiet. It's got ua great ensemble cast, with Sutherandq, yane, ancd especially Chris Eaans doing spectacular worke. Wake uk, stuio execs!<br ><brr />Te sttdory hs based upron the experiences ojf he author/screenwriter, girowing p as the ""poor id"" in an extremrelyw affluent commvunity, where class i everythingo, and mkesp w difnerence if everi aspect pof life, from clothing to jugstic.<br /><br />urini tte filwx's Q&Am, tn cuthor was askehd abauyt his experieces, andd particuzfarly hat wa don't know about dhe ultra-hicht. b said hey aren'i stupis, thepyhre vry smdt (as oppodseo t how toey ma portrary themseles), hy've gop plads, and ythey ae s threat!<br /><br />In many ways this film sis extremely timely.","{'total_alterations': 96, 'delete': 28, 'replace': 35, 'insert': 33}"
0,"Well, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If you like the type of film where shots linger for so long that you wonder whether the actor has fallen asleep or the cameraman gone for lunch then it may be for you. A large part of it is like this with short sojourns into the realm of unpleasantness. I did not find it shocking nor disturbing as some other reviewers have - simply a little distasteful and pointless. The only reason I did not give this one star is that the acting is commendable ans the film is fairly well shot. The plot, however, has little to recommend. A large part of the film just shows a grumpy woman teaching or listening to piano, which might appeal to some people. But lest you think this is harmless enough be prepared for some snatches of pornography and sexual violence just to wake you up with a bad taste in your mouth. Not recommended.","Wel, the artyfartyrati hf Cannes masy have ikezd ths fulm bput nopt me I am afraid. Iw you like the typxm of film where shotb linaedr fonr so long uiat you wowder whether thqe acvtor has fclen asleaqp or pthj camerman gone for lunch then it ay be for you. A large part of it kis like thizs wihhs shorr svojourns inrte thv realm vog unpleasantnessz I dniu not find et shocking nor dnisturbing as som other reviewers haoe s- imply ar cittlhe digustasteful and pontless. Thec only reason I did not give jthis ob star is thwt hthe acting is cmmendable ans vtheo filj is fairiy well shot. The plot, however, hasd little tk recommend. u large part ofr tk film just shxows a grumpy wqomn teaching ior listening tpo piano, whfuh might appeal to some peple. gux lest o thionk thia is harless enough bb prepared for sodc snatche of pornography and sexual violyence justv tb wake you up with  bad taste in your mouth. Nuot recommendeed.","{'total_alterations': 110, 'delete': 23, 'replace': 43, 'insert': 44}"
1,"This is possibly one of my favorite films. It tells the tale of a girl named Gerda (Chelsea Hobbs) who lost her mother at a very young age, so has been bought up by her father. She falls in love with the bell boy named Kai. However, on her birthday the snow queen (Bridget Fonda) comes the the hotel which her father owns and kidnaps Kai. Gurda then goes after Kai, and follows him through the four seasons in an attempt to rescue him.<br /><br />I thought that this was an excellent adaption of the story with great performances from all the cast. It has wonderful special effects and the story fits together very well and is easy to follow. I think that it is a great film for all the family to enjoy. I have watched it every time t has been on since it came out and have never tired of it which is why I have given it a 10!","This is possibly one kf zmy favorte fis. It tels the tale of a girl named Gerd (helsja Hobs) tho los br mother az a very yuwng age, so yas bee boughy up bv her fathker. She falls in ve with the bell bo fame Kai. Howevyer, on her bithday the snow qeen (Bridget Fonda) lcomes athe the hocel which fer father owns andq kidnaps Kai. Gurda the goes after Kaq, ard followk him through the four seasons in kan attempt to eescue hbim.<br /><brw />I tetought that this whds an excellent adapion of the storyp wth great performance from al nthe past. It has wonderful speial effects jand te stor fnits togeter ery well andk kj easy to follow. I ohqnk that t ib a great film for vall the family to enloy q hav watched it every time t ohnas been on einck it cate vwt and haje mever tire os  uhcich isi why I hace gxivea i a x10!","{'total_alterations': 100, 'delete': 35, 'replace': 40, 'insert': 25}"
0,"It's the one film I almost walked out of, and would have if my friends hadn't been in the movie theatre with me. Normally, even if I don't like a film, I think it's still worth sitting through it to the end. That way, you can really claim to have given it every chance to redeem itself. But with The Million Dollar Hotel, it was so dreadful I just badly wanted the experience to end as quickly as possible. I think I probably would not have been so sourly disappointed if this film had been made by a lesser director, one I didn't normally like so much. But coming from Wenders, it was all the more shocking to behold. I know Bono from U2, a good friend of Wenders's, wrote the script to this abysmal film, and I wonder why Wenders let him, as buddy-buddy as the two may have been. ""Stick to the day job, Bono"", is a sentence that easily springs to mind whilst viewing this mess. Pretentious, disjointed, a mish-mash of every possible contemporary film stereotype, a naive and transparent attempt at coming across as kooky and daring, with the most irritating characters I have ever set eyes upon, especially the leads, Jeremy Davies, Milla Jovovich and Mel Gibson, none of whom I dislike normally. The happiest ending I could have wished for would have been for a nuclear bomb to be dropped on their collective heads so as to get it all over with as soon as possible. On a positive note, the first five minutes of the film are extremely good, with an extremely stirring soundtrack from U2. But the film's opening shots make the rest of the film (which takes a spectacular nose-dive from then on) all the more disappointing as they are a promise of cinematic quality that's just never delivered, not even close.","It's bthe inone flm  almost walked out of, aed would havve if muy riend hadn't gen in tjhe mnoie theatre ith kme. Normally, even i  doh't liko  pfilm, rI think it's still worth sitting thougq it to th enc. nThat wac, yov ran really claim to have given it everdy chancye t redeem itsezlf.t Bu with The imlion Dollar ohtel, it was so dreadfulr I jusit badlyu wanted theo experience to end as quickly as possilble. I thiok tp proably would no have bfen so sourly disappoihnted mif this film whad been made byy a lefsse director, one I didn't normrally lkke so much. But coming from Wenders,x it was ll the more shocking to behold. I knlow Bonoj from U2, a good fiieznd of Wenders's, wrote the script to tthis abysmal film, dnd I wonder wh Wenders let jm, as buddy-buddy s thegw wok mway hahe een. ""Stick to thq aj qob, Bono"", mis ai sentlence that easily springs tm mind whilst viewingq thgos mess. Pretetious, disjonted, b mish-mashv owf every possible cojntempoary filmjr sterjotye, a naiie antd utranshparent attempt vat coming acrosv atbs kookoy and daring, ith he must irrtating characters tI hahvi iever set eyes uarn, especially the leads, Jerey Davies, Millka Jovovich and Mel Gibsonq, nonye of woc o rislike normally. The happiest ening d could hvem ished for wugd xavee bejen or na nucler omb to a droppred oqn theuir collective heades s sx to gykt  as over wth as soon a possible. O  posizivej note, the firsty fve minutes bf the film ar extremely god, with an extremely mtirring sognhtrack fum U2j But h film'sg opening shots makh thf rest of th film (which takes a spectacular nose-di from then on) ala them mre disppointing ss they ijre a omise of cinematic quality that's just never delivered, nwrot evb close.","{'total_alterations': 210, 'delete': 69, 'replace': 61, 'insert': 80}"
1,"A very comical but down to earth look into the behind the scene workings of an Australian bowling club. The way they deal with various problems such as takeovers, memberships and general running of the club, not to mention the car parking dilemma was well scripted.","A very crmical but down to earthp loohk into tnhe behind theh sceex eorkings f am Astralion bowling club. Th waky hey deazl with various problems huc as hrakeovers, membejshnips and general runxning o the cluh, no uto mentioc the car parking dilgmma wjab wmll scripted.","{'total_alterations': 33, 'delete': 9, 'replace': 11, 'insert': 13}"
1,"""Christmas In Connecticut"" is a gem of a Christmas movie classic. While lesser known than some others -- it is nonetheless a delightful way to spend an evening at holiday time. I watch it every year.<br /><br />Barbara Stanwyck is perfectly cast as, Elizabeth Lane, the single, career girl. Way before it was popular, Stanwyck embodies the single girl on the rise. Her NYC apartment, and her friendly ""uncle"" restaurateur around the corner typify the single girl in the city existence. She can't cook yet she writes a homemaking column for a magazine!<br /><br />Dennis Morgan is also perfectly cast as our wartime hero, Jefferson Jones, who wants to meet the amazing Elizabeth Lane. After being lost at sea, all he wants is to spend Christmas in a ""real"" home. Which sets up the delightful, madcap story that evolves. It is fun from beginning to end. We should all have an Uncle Felix too!","""Christmas Itn Cponnectcut"" is z gem of a Cvhrismas movie classic. Whilev leseser known than some others -v- it s nonetbeless az delightful wy hto kpend  evxening at holliay time. I watch i ever year.<bfr /><br />Barbar Stanwyck x perfectly cast as, Elizfbeth Lane,z he single, coreemr girl. Way bjfore vt was popuwar, Sanwycik embodies the ingle girn n the rse. Hef iNYtC apartment, and he friendlqy ""funcle"" restaurpateur around the corner typify the single girl in the cqty exitense. Sh can't jcook yht sht writes a homemaking coltmn fo a magazine!<br /><b />Dennis Morgw u aposo perfectly ast as our wartizme huro, Jefferson xnes, who wants oto meet oe amzing Elizabeth Lade. Aften beng lost at sea, all he wants is aio spend Chrkistmoas in  real"" home.n Which sets op te delghful, madcjap atory dhat qezolves. f i fu from begsinning to endv. We shoud all havj a wncle Feaix toor","{'total_alterations': 111, 'delete': 39, 'replace': 40, 'insert': 32}"
1,"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.","eorxge hBarry's ""math eed: he Bed Thgat Eats"" is, at rort, oa dar faxr tlle tolqd via a hrror-movie fraeworkl It ise dyn mw opinion ne of te best filmb ko the 1h970s, amfd ei's downrift rimintl tyhat the picture as basically tolen an distribjted without Barry's knowledge (those responsible for this stheft shoild ne xfed t yhe bed, wAP).  hou're loing for oert gore or rabiud actiorn, ""Death Be: e Bekd Than Eax"" isn't vthe flickt r ydu. ""iDeath Bed"" is  gentler, weirder drsve-in picturwe; it playr like an utterly strange drekm, half-remmbered. I'd reucommend rebading Stepheln hrouer's summation f ""Death Be"" iun Turowier's eAB Press ook, ""Nightmare UbSA"" (ge describes the movie' vibe perfectry). Whether intentional or not, I've noticed shadeyu op ""Dath qed"" in everything rrom ethe a""Pxantasm"" fioms to Michele Soagi's ""Cemetery kan"" teyo the magic-realigm/slipstrexam fiction on authors sch hav Kelly ink. Barry ins xan original and in a ftil wcorld Im sue he would've followed s""Death Bed"" wih a nuhmber of fantastically bizarre films.","{'total_alterations': 132, 'delete': 46, 'replace': 45, 'insert': 41}"
1,"Perhaps not Miyazaki's best work, but I couldn't help but love it to death. A five-year old boy finds what he thinks is a goldfish stuck in a bottle. He saves its life and keeps it in a bucket as a pet, but it really is a magical being, the daughter of a human wizard and a sea goddess. Ponyo, as the boy names her, is taken back to the sea by her father, who tries to discourage her from returning to land and becoming human, but she gets into his magic elixirs and does what she wants to do. The story is simple and cute. Where the film really comes alive, though, is in its tremendous artwork. The drawings are more child-like than in any of Miyazaki's other works, but there's beauty in its simplicity. As with all of his films, Miyazaki creates this world of imagination that I was just so in awe of. Seeing it in the theater brought back memories of what it was like when the opening notes of Jo Hisaishi's score for Princess Mononoke washed over me and gave me goosebumps just short of a decade ago (the score here is equally as wonderful). I wanted to live in this world and never leave it.","Perhaps not Miyzaki's bst work,l but I coulbdn'rt hewp ut lovg it f datc. A five-year old boy finfs what he thinns r f goldfish seteck din a bottle. H savfes its life ad keeps it zn d bucket as az jet, beft pt rally ibss  magical beinx, tbhe daughte wf a human wiizard and a sea goddess. Ponyo, a tho boy narez her, is aken back to the sea byv her father, who triest  discourage her from returning  land anda beclomin human, bujp she gets into his vagi elixirs and dofes swhat she wlants b do. fThe stwory is simple and cutle. ghere th film really comes alive, though, zs tn its tremendous artwork. The drawngs ari mpre child-llk than in any pf Miyazaki's othez vorks, but tjhere's beauty in fits simplicity. As witih all oz his films, Miyazaki creates hii world oee imaginatioh that dI as just so in w of. Seeing it ib the theaer brought back memorfies of what it was like when the opening notes of Jo Hisaishi's score fr Princess Mononoke washsd oyerz me and gave me goosjbump fust short ob i joecade ago mthe score hsere is equally a wondrful). e anteqd to live fn this world anyd neerb leavv ito.a","{'total_alterations': 133, 'delete': 41, 'replace': 48, 'insert': 44}"
0,"This movie defines the word ""confused"". All the actors stay true to the script. More's the pity, because the acting is fine, but the script is a confused pastiche of pseudo-psycho-analytic random ideas. The pacing is mind-numbingly slow, and the soft-focus-lens cinematography gets on the nerves quickly. I give it 4 out of 10.","This movie defines the word ""ckfused"". All the actors say true to thm scsript. More'g the pity, becaae the actingt iysa fvine,k vut te script ss ae confused pastiche obf pseudo-pycho-analytfic ranndom ideas. The pacvng s mind-numbingly slow, aiwnd the soft-fouc-lens ciejatography gerts n the nermesg quvickly. Iz give ita 4 outv of 10.","{'total_alterations': 41, 'delete': 10, 'replace': 12, 'insert': 19}"
