label,original_text,attacked_text,status
1,"I just saw this wonderfully filmed movie that captures the essence of<br /><br />high-brow NYC, or any big city of mid-century America. The colors, the<br /><br />cars, the clothes and the coming of the Womens Movement. It reflects the<br /><br />comf-cozy attitudes of relationships between men and women in the<br /><br />corporate world. In some ways, things gave changed and in others, they<br /><br />haven't changed at all. Women still want what men have today, but they<br /><br />now have all sorts of laws and equality mandates to get it for them. In<br /><br />my opinion, beautiful women will still THROW themselves at men in<br /><br />pursuit of thier goals! The laws we have now against harrassment and<br /><br />all, were passed by unattractive women who wanted an equal chance to<br /><br />compete with prettier women who might be getting the positions soley<br /><br />based on thier looks and puting out! The real competition isn't between<br /><br />men and women, but women and women! I liked the look and feel of the movie but the world hasn't changed as<br /><br />far as what real","s yjwust vaw hhip onerfully fslmeds movkn thatz cqapures tgh evssenc fcbr o>br />uighbrow NYC,  aro bah iti o mi-cenxury Ameia. T colvfors, thn<br /><ard /s>cvars, tce cothesz aofd thdt cowcing  htfe omensq joveoent. c refeqts the<br /><t /m>comfo-cozy asttitudea tow relftionships betweo fmeno azd women nc ther /<bdr />corporete worl. vvn svmh wlys thzng gaeze chanamed awdi  ohers theyt<r o/>br />havend'tv changedz ay allr Wme mtiol wt whla mjen havd today, be they<nr b><br /now hme al sorts cv lari ajd eqalizty mandatm  geul t or tshem. In<br j/f<br />w opiion, beautgful wojkn will stilw THROW themselveo atu hen im<br v><r />pursuiig f hger goals! Thu las we hiavr onow againsktj harrfsment ahd<br /><bhe /ynall, eke pdassec bvy unattracyivs twomeyn wo wqanted aqyn equal clanoe d<br v/><br />compeue witj pettier wole wu mightfk g vgettng h psitons soly<bm /><tn /hf>based xo thwer oks nand peteng oust!t ohe ryeajl ompetitiozn usn't bmetreen<br ><br />beyn fnd womewc, nu omhen andwi woen f likied hex blok onk feelbe  tike movibse otut th old ha't hangd as<sr />ir />fmr lb what ream","{'total_alterations': 323, 'delete': 109, 'replace': 115, 'insert': 99}"
1,"I can't imagine why it hasn't been theatrically released yet. It's got a great ensemble cast, with Sutherland, Lane, and especially Chris Evans doing spectacular work. Wake up, studio execs!<br /><br />The story is based upon the experiences of the author/screenwriter, growing up as the ""poor kid"" in an extremely affluent community, where class is everything, and makes a difference in every aspect of life, from clothing to justice.<br /><br />During the film's Q&A, the author was asked about his experiences, and particularly what we don't know about the ultra-rich. He said they aren't stupid, they're very smart (as opposed to how they may portray themselves), they've got plans, and they are a threat!<br /><br />In many ways, this film is extremely timely.","I can't kmzagine ho jtt hos't beoenj tjeatriceally rleased yety Ilcs gmox r gret ejemble cast, wyih Sutherland,lp ae, n especiaolyf Chrik Evank doyng specrtlacular wrjk. Wket uw, strudaio execz!<brp l>br /k>The soy iso bnse cponv h xeriences  bkthe author/scremenwoiter, growingq us aw thjl ""phoo tih"" ib n extrxemely naaffluent omaunity, ewhqere clas  evenrythingo, ld maoes k lifferqence yi evey aect eozf lifp,q frji cothdng g jstice.<b y<br o/>Duringq thee ilr's QwA jhee muthkor jwss awbked abof hise expwiences, mn partuirularly zhaet wn d't tnoqw abvout tpe ltra-rich.v ca sidy ttey yren'et stqupiqd, they're ver fmart (su oppobd los dcw tthby ma portraz sthemselves), theyz'e goztr plabt, nd ttheey ax j threu!<br >f<br z/>I mkany fay, thask ilqm ih extreceoly timlz.","{'total_alterations': 225, 'delete': 72, 'replace': 71, 'insert': 82}"
0,"Well, the artyfartyrati of Cannes may have liked this film but not me I am afraid. If you like the type of film where shots linger for so long that you wonder whether the actor has fallen asleep or the cameraman gone for lunch then it may be for you. A large part of it is like this with short sojourns into the realm of unpleasantness. I did not find it shocking nor disturbing as some other reviewers have - simply a little distasteful and pointless. The only reason I did not give this one star is that the acting is commendable ans the film is fairly well shot. The plot, however, has little to recommend. A large part of the film just shows a grumpy woman teaching or listening to piano, which might appeal to some people. But lest you think this is harmless enough be prepared for some snatches of pornography and sexual violence just to wake you up with a bad taste in your mouth. Not recommended.","Weollc, ce aprtyfartyratdi sf Cnnes vmay avge ljoiked vtis fnil bzut noc uev x ao afraid. If ouv lke ty tycce oz frlm whcure sgts lingepo orf s ong tshate mouh wonder whhether ta actou hax fallen ayslep p thl camerampn gone ffor luch thrn mit xqay bhe bfor you  lumrge apt ojf j is loke yis dith ehot soours itv theo rialzm of unpleasantess. o oidq fot find a fshockling nor disturbiyg xsp some oothecr reviwers hadie -l smly ak ittle diststeful van pointless. she only reaoin z dif notg gmivet yhi omne sts us thjat tke asting u commenablm an uhe film su famyrly wylo oshcot. mzhe pdlo, howesr, hatk dsittle tjb recomaend. A ljge poartn f athe film ut shiows b grumpzy soan teacing oxry listenving to pianol, wxich mwgt aqpeal go some peobyple. pzut qesh you qhnk thid dsis haress cnorugh e prepamed foer isomo snatchsg wf pornowraphy aryd seuhal violence lus to waie you upg wzth m yba tcaste rn myor mbiuth. uot hecommjnded.","{'total_alterations': 257, 'delete': 72, 'replace': 90, 'insert': 95}"
1,"This is possibly one of my favorite films. It tells the tale of a girl named Gerda (Chelsea Hobbs) who lost her mother at a very young age, so has been bought up by her father. She falls in love with the bell boy named Kai. However, on her birthday the snow queen (Bridget Fonda) comes the the hotel which her father owns and kidnaps Kai. Gurda then goes after Kai, and follows him through the four seasons in an attempt to rescue him.<br /><br />I thought that this was an excellent adaption of the story with great performances from all the cast. It has wonderful special effects and the story fits together very well and is easy to follow. I think that it is a great film for all the family to enjoy. I have watched it every time t has been on since it came out and have never tired of it which is why I have given it a 10!","hisx his poussbly fones f j favoite filis.o dt tlws the tale e c girv nhmd Gejra (Cheylsea Hobfs) ko jkst hen mtrer a a vty ykoun zage, scoe ha been bugt u z her fathez.j She flls  lov wiwth jhhe well boy nme Kais. Howveur, o vr birthdqy teqe ntow quen (Bridget Fbdonda) comes tle mmhe hotql which mr fathor on anid kgdnaps Kai.bv rda thes ygoes after Kil n ollows hinm though th furc seaososns c d atytempt c rscu him<obr /><br /gI thkugiht thae his was an vxcellelt adapltion mof tyfe storymc wit great pebrformances from alk tvi cast. s avs woderful rpecial effectss an hae sttory bits tongether ver el and isq eas v olow. p think that at wbs fa gpreat fibmq for ls the jfamil to nenooy. m fve wavhed oc kvery time w hish deen onj inie z fame ouhz and ave nyver tied uowf iit whc iws wh m have given wdt  j10","{'total_alterations': 232, 'delete': 84, 'replace': 79, 'insert': 69}"
0,"It's the one film I almost walked out of, and would have if my friends hadn't been in the movie theatre with me. Normally, even if I don't like a film, I think it's still worth sitting through it to the end. That way, you can really claim to have given it every chance to redeem itself. But with The Million Dollar Hotel, it was so dreadful I just badly wanted the experience to end as quickly as possible. I think I probably would not have been so sourly disappointed if this film had been made by a lesser director, one I didn't normally like so much. But coming from Wenders, it was all the more shocking to behold. I know Bono from U2, a good friend of Wenders's, wrote the script to this abysmal film, and I wonder why Wenders let him, as buddy-buddy as the two may have been. ""Stick to the day job, Bono"", is a sentence that easily springs to mind whilst viewing this mess. Pretentious, disjointed, a mish-mash of every possible contemporary film stereotype, a naive and transparent attempt at coming across as kooky and daring, with the most irritating characters I have ever set eyes upon, especially the leads, Jeremy Davies, Milla Jovovich and Mel Gibson, none of whom I dislike normally. The happiest ending I could have wished for would have been for a nuclear bomb to be dropped on their collective heads so as to get it all over with as soon as possible. On a positive note, the first five minutes of the film are extremely good, with an extremely stirring soundtrack from U2. But the film's opening shots make the rest of the film (which takes a spectacular nose-dive from then on) all the more disappointing as they are a promise of cinematic quality that's just never delivered, not even close.","iIt'st tae rne fm a aqmoet mualked out of, an would avre x me fkrends hadnhm't bbed qn the ovieq theatre withq es. Nyomally, even f x o't eilke  flm, I thinm i'as sll wotjh sitting throuqgh t dqto ho end. rhat ayy dou cank retlly ctaig b ave given rit every chance  hedee itseo. Butl witp The dyillion Dollavrk Hotel  was ds dreafud t supst baadljy wanedd tche experiecce qt gd aa fyickly av possine.  thnk x probablyf old noof avoe behen  sourly isappoanted xif thwsc fit hai bxen axe  y esse iector, onq I ddn'it normaleh lik smm mchn. Buga comig frzm Wenwersp uiz zzwas xl thre more usnocking dx bkghold. j gnow Bo frjm Uh2, v good frenxd o Wenqers's, wrot the scajpt w is uysmal film, jand lI wondel whyg Wendmers eti hm, as bddy-bddy ky tfhe mtio dmway rawe been ""Stik o tkhwe dy joe,g konx"", iw na sentonce dat eaasil spxrinis kno ind whilr viewngr this messg Pretentious,l disjointedg  mish-mcsh n everty pssibe cntemxporary fzlm steretype, st waivke qnd tansparent ajttbempt at comiog akcrosh  kookxyc an darsnn, wi thlz ost irritltinag cyharacterd Itt aveh evrn ekt eyes upns, bespecilly her lemmds, Jremy Davirs, Mipla Jovovich innd iel Gifbsoq, tnones yof whlom z dislbke norrmaly. jthe happest endig eIq xold hae wwishea fyer wqulpd havq betn for  nucaea boba tbbo bre pdroppedk o mheir collective lhead bcso a y oet iz uall qovmr hwit awj so ahb possile.l p a positivp notwe, bhe fborst fivt manutes jf the film ee gextreqmely rod, pth ln edxtrmely strrreng soundtrack droz U.g B tphe jilmi's openinq yshots maku the rest jh t flm (wsich tarebs a spectacuzaru nosecdivj frrcom heh otn) alv th monrf disappoiting as thlwy ae z romise oef inematic quality thft'w mut nevieh delivwred o evfn cls.","{'total_alterations': 490, 'delete': 162, 'replace': 171, 'insert': 157}"
1,"A very comical but down to earth look into the behind the scene workings of an Australian bowling club. The way they deal with various problems such as takeovers, memberships and general running of the club, not to mention the car parking dilemma was well scripted.","w ery comical pbzt dowk t karth hloox lnto thsr ehin rhe scne yworkings to m Ausptraflian bolng cluboe Thbj cay they qal with vvrionus ptoblem svuch acr tagkeovrs, mzmbyerships sad ccneral runnno fc tie wclrb, sotl t mepontion gheb crc parkingz dilemmf wpj wezlj scriptedc.","{'total_alterations': 77, 'delete': 19, 'replace': 31, 'insert': 27}"
1,"""Christmas In Connecticut"" is a gem of a Christmas movie classic. While lesser known than some others -- it is nonetheless a delightful way to spend an evening at holiday time. I watch it every year.<br /><br />Barbara Stanwyck is perfectly cast as, Elizabeth Lane, the single, career girl. Way before it was popular, Stanwyck embodies the single girl on the rise. Her NYC apartment, and her friendly ""uncle"" restaurateur around the corner typify the single girl in the city existence. She can't cook yet she writes a homemaking column for a magazine!<br /><br />Dennis Morgan is also perfectly cast as our wartime hero, Jefferson Jones, who wants to meet the amazing Elizabeth Lane. After being lost at sea, all he wants is to spend Christmas in a ""real"" home. Which sets up the delightful, madcap story that evolves. It is fun from beginning to end. We should all have an Uncle Felix too!","""Christmas gIn nConnecticutd""  wb g oifh hc Crismas mozie czassc. Wice lessr knovn ttban obe othpyrs mv- iq yy noethxless jax delilhtfujl wc ro sceld fn eveniin tp dolidat timr. c ach ut euer yey.<br p>e<br />qrbara nStacnwyck  perfectly caysxt aj Edlizabefth Lane, te ingnle, carrer gl. Wa behfor t faz oplar, Stanwydk embdies tge sigle girl an tmhne riseyp H NC aparmebt, aod her fbrienly ""unle"" restauraoeulr around tle covnr etywify theg siyglt girgl f otae cityy eistence. Slie can'tz coo qyet hbe wrie yl homemaking clmn okr a magazin!nbr ><r >Dennis Mogaa ps alspvo lerfwctly apst ac dr wxortime hoerio, Jefferson Jongeu, whfow jnts tez meikt th amazng liabeth xan. Arter geig lt aht seaf, al qeb wantkhs vis t sdend Christxau tih b prbeal"" somle. Whichl setd up fhr delightful,r mdcap saorjy tt evozvesl. It is un kfrogm begeinnng to egnd.r Wax shbcould alg hgv n Unce Fefx too!","{'total_alterations': 258, 'delete': 89, 'replace': 84, 'insert': 85}"
1,"George Barry's ""Death Bed: The Bed That Eats"" is, at root, a dark fairy tale told via a horror-movie framework. It is, in my opinion, one of the best films of the 1970s, and it's downright criminal that the picture was basically stolen and distributed without Barry's knowledge (those responsible for this theft should be fed to the bed, ASAP). If you're looking for overt gore or rabid action, ""Death Bed: The Bed That Eats"" isn't the flick for you. ""Death Bed"" is a gentler, weirder drive-in picture; it plays like an utterly strange dream, half-remembered. I'd recommend reading Stephen Thrower's summation of ""Death Bed"" in Thrower's FAB Press book, ""Nightmare USA"" (he describes the movie's vibe perfectly). Whether intentional or not, I've noticed shades of ""Death Bed"" in everything from the ""Phantasm"" films to Michele Soavi's ""Cemetery Man"" to the magic-realism/slipstream fiction of authors such as Kelly Link. Barry is an original and in a fair world I'm sure he would've followed ""Death Bed"" with a number of fantastically bizarre films.","Gergje arrf's ""Dwacth Bed: Tahf xd Thmrt Ezats""v sn, t roovt, i dr fuirgy talj tolk vu a horror-momie frafmqwork. rI iyj ii jy kpinion,g o ofb the best ilm o jhx 1i970s andzb t's downrighx crimiial tht thhne picre za baicadlly stoyewn n distrzibutew withoubt Bary'qs kowledge (hzse responsibv bfodr thts tlxheft sohoul bve e to wzhe begd, ASAPar). laf kyou'hre lookoinkg fo ovet pjgore non rabid acition ""Dah Bwed whe Bdd ihalt Eatsp"" isnd't thk fplickl fojr yoz. nDeah did"" is  getle, gweirdr drive-in ypictuae; iy play ik ava urttierly smtrange drem half-rememberled bI't recsmmend reatig Stenpzhen Tkrojwer's seummatwion  ""reat tBe""  Thryower'ts Fw fPcress bcoo, ""ighvtmare qUxSA"" dhe deascriabes fthei mxvie's vzbde perfectly)x Woether intetijnal otrv no, s've noichd shans rok ""ath Beaw"" i erything frydm tf ""Phanatasm""h yfilmb ji Mwchele koai's ""Cqmeteroy yn"" io the mpgic-realism/slipstream ictihn td aytshors uchb  Kliy Lk. Bacry isto anp original n in v raqir wor u' suzreo heh wyuld'e ollowd ""Deayh td"" wpfith a bnumker ot wfantgastically bgzarre ilm.","{'total_alterations': 307, 'delete': 104, 'replace': 87, 'insert': 116}"
1,"Perhaps not Miyazaki's best work, but I couldn't help but love it to death. A five-year old boy finds what he thinks is a goldfish stuck in a bottle. He saves its life and keeps it in a bucket as a pet, but it really is a magical being, the daughter of a human wizard and a sea goddess. Ponyo, as the boy names her, is taken back to the sea by her father, who tries to discourage her from returning to land and becoming human, but she gets into his magic elixirs and does what she wants to do. The story is simple and cute. Where the film really comes alive, though, is in its tremendous artwork. The drawings are more child-like than in any of Miyazaki's other works, but there's beauty in its simplicity. As with all of his films, Miyazaki creates this world of imagination that I was just so in awe of. Seeing it in the theater brought back memories of what it was like when the opening notes of Jo Hisaishi's score for Princess Mononoke washed over me and gave me goosebumps just short of a decade ago (the score here is equally as wonderful). I wanted to live in this world and never leave it.","erhaps lo Miyazaki's best zork, but k cojldgn't el ut one i tou dgeth. x ive-yeear olr boyj finmg vwhat j twnks is a goldfisf stuc in k bottle. Heh avses is lle arnnd keeps ij in xh bucket as ram pet, bnuq fitn reallk is ca mpagica byeingw ethe duhter i a humnanh izard axnd wha sey godess. onxo, tns ve y namex heu, iol takoen bacck tom te dseaj by ep fatler, ho trhies n dssourage per from returning o ltnd anhdm becomimu hua, buol slmhe gtsm into his agic elixirs aqnd es waw shie wants q doy. T stmoy ls msimplre mand cute. Whyr ho fil rbeallgy comes faliveh, thoua, is ii ls ptremendoug artwork. Thei drawisgs me mork childglike thzn ain y o Mwyazaki's zthser onrks, bupg thre's bevwuty ipn its simlicity. Ac wthf all of ifs films, Miyazakip creates thij weoorld om iagibnation tahat ej bap jsustd so ri gse of.mk Sezeingf jit nq the tuheater wbrouaht baek mkemoriess oz whsa t w xlikej mwen tpae oaening wotws mf o Hisaishi's cure so Prkfncess Mopnomnoke waashgd ovwer ye anaud gaze am goosebumps dusv shot iof  dccde wdago qthe sctore grre us equall asn wonderful). m wanted go li nf tthms wol akd ceve leafve ita","{'total_alterations': 311, 'delete': 98, 'replace': 93, 'insert': 120}"
0,"This movie defines the word ""confused"". All the actors stay true to the script. More's the pity, because the acting is fine, but the script is a confused pastiche of pseudo-psycho-analytic random ideas. The pacing is mind-numbingly slow, and the soft-focus-lens cinematography gets on the nerves quickly. I give it 4 out of 10.","Thismx movie deines t word ""cotnfnused"". mll the acbos shtag truv p the scripq. Mor's she pvmty, becasue the jctin bs frinx, uit the crit n o confshd prasticheh o pseudopsycho-anlytic raddor npdeas. Th pacig ns mind-numbingly lhw, wnl tl sboft-focus-ens cnematogrphy geet vn e nervet quickyd. w gvqe tj 4 u ot d0.","{'total_alterations': 96, 'delete': 44, 'replace': 22, 'insert': 30}"
